_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff,GROUP_ID,FirstInGroupByEnrichment,FirstInGroupByLogP,BestLogPInGroup,BestEnrichmentInGroup,URL
1,-5.42285007249553,GO:1903490,M1,1,0,GO Biological Processes,19,positive regulation of mitotic cytokinesis,19_GO:0048518 positive regulation of biological process,-5.42285007249553,95.73445732349843,16.793630431130122,30284,13,73,3,4.109589041095891,2.3234073408566323,332|1894|9585,BIRC5|ECT2|KIF20B,-2.9880052882965735,0,5,0,0,-8.094929190665358,95.73445732349843,
1,-5.371994923290704,GO:0051781,M1,1,0,GO Biological Processes,19,positive regulation of cell division,19_GO:0048518 positive regulation of biological process,-5.371994923290704,20.951985609519856,9.774317856662186,30284,99,73,5,6.8493150684931505,2.9563453696090036,332|1894|7042|9585|9928,BIRC5|ECT2|TGFB2|KIF20B|KIF14,-2.9477432125891716,0,5,0,0,-8.094929190665358,95.73445732349843,
1,-5.14719118587159,GO:0032467,M1,1,0,GO Biological Processes,19,positive regulation of cytokinesis,19_GO:0048518 positive regulation of biological process,-5.14719118587159,32.5372011818426,11.080157722303575,30284,51,73,4,5.47945205479452,2.6636076335416026,332|1894|9585|9928,BIRC5|ECT2|KIF20B|KIF14,-2.7581038922333088,0,5,0,0,-8.094929190665358,95.73445732349843,
1,-5.133286694822467,GO:1902412,M1,1,0,GO Biological Processes,19,regulation of mitotic cytokinesis,19_GO:0050789 regulation of biological process,-5.133286694822467,77.78424657534248,15.101447730636368,30284,16,73,3,4.109589041095891,2.3234073408566323,332|1894|9585,BIRC5|ECT2|KIF20B,-2.748998284065954,0,5,0,0,-8.094929190665358,95.73445732349843,
1,-5.008956290861215,GO:0031401,M1,1,0,GO Biological Processes,19,positive regulation of protein modification process,19_GO:0048518 positive regulation of biological process,-5.008956290861215,6.504605985394491,6.544992997167934,30284,574,73,9,12.32876712328767,3.8479281269960732,857|991|1894|4254|5347|7042|9928|11065|22974,CAV1|CDC20|ECT2|KITLG|PLK1|TGFB2|KIF14|UBE2C|TPX2,-2.6478977208231766,0,5,0,0,-8.094929190665358,95.73445732349843,
1,-4.981200405593942,GO:0042327,M1,1,0,GO Biological Processes,19,positive regulation of phosphorylation,19_GO:0048518 positive regulation of biological process,-4.981200405593942,7.59449547036143,6.825748430044734,30284,437,73,8,10.95890410958904,3.6560942399572314,857|1894|4254|5347|7018|7042|9928|22974,CAV1|ECT2|KITLG|PLK1|TF|TGFB2|KIF14|TPX2,-2.62464233678258,0,5,0,0,-8.094929190665358,95.73445732349843,
1,-4.953092292016954,GO:0032147,M1,1,0,GO Biological Processes,19,activation of protein kinase activity,19_GO:0048518 positive regulation of biological process,-4.953092292016954,29.11223263638548,10.442718493381621,30284,57,73,4,5.47945205479452,2.6636076335416026,1894|7042|9928|22974,ECT2|TGFB2|KIF14|TPX2,-2.6183626607012647,0,5,0,0,-8.094929190665358,95.73445732349843,
1,-4.6385238847749655,GO:0051988,M1,1,0,GO Biological Processes,19,regulation of attachment of spindle microtubules to kinetochore,19_GO:0051179 localization,-4.6385238847749655,54.110780226325204,12.525160208762946,30284,23,73,3,4.109589041095891,2.3234073408566323,332|1894|4751,BIRC5|ECT2|NEK2,-2.3633799434435208,0,5,0,0,-8.094929190665358,95.73445732349843,
1,-4.60561226426653,GO:0010562,M1,1,0,GO Biological Processes,19,positive regulation of phosphorus metabolic process,19_GO:0048518 positive regulation of biological process,-4.60561226426653,6.7318347272777785,6.3074367788883565,30284,493,73,8,10.95890410958904,3.6560942399572314,857|1894|4254|5347|7018|7042|9928|22974,CAV1|ECT2|KITLG|PLK1|TF|TGFB2|KIF14|TPX2,-2.3378294225814544,0,5,0,0,-8.094929190665358,95.73445732349843,
1,-4.60561226426653,GO:0045937,M1,1,0,GO Biological Processes,19,positive regulation of phosphate metabolic process,19_GO:0048518 positive regulation of biological process,-4.60561226426653,6.7318347272777785,6.3074367788883565,30284,493,73,8,10.95890410958904,3.6560942399572314,857|1894|4254|5347|7018|7042|9928|22974,CAV1|ECT2|KITLG|PLK1|TF|TGFB2|KIF14|TPX2,-2.3378294225814544,0,5,0,0,-8.094929190665358,95.73445732349843,
1,-4.361941874949189,GO:0042325,M1,1,0,GO Biological Processes,19,regulation of phosphorylation,19_GO:0050789 regulation of biological process,-4.361941874949189,5.379890253049623,5.737844958508318,30284,694,73,9,12.32876712328767,3.8479281269960732,857|1894|4254|5347|7018|7042|9928|22943|22974,CAV1|ECT2|KITLG|PLK1|TF|TGFB2|KIF14|DKK1|TPX2,-2.1258220415194513,0,5,0,0,-8.094929190665358,95.73445732349843,
1,-4.196594117473042,GO:0001934,M1,1,0,GO Biological Processes,19,positive regulation of protein phosphorylation,19_GO:0048518 positive regulation of biological process,-4.196594117473042,7.0143603997088215,6.05689905903294,30284,414,73,7,9.58904109589041,3.446170001233583,857|1894|4254|5347|7042|9928|22974,CAV1|ECT2|KITLG|PLK1|TGFB2|KIF14|TPX2,-1.9738382456012855,0,5,0,0,-8.094929190665358,95.73445732349843,
1,-4.088820839160124,GO:0043085,M1,1,0,GO Biological Processes,19,positive regulation of catalytic activity,19_GO:0065007 biological regulation,-4.088820839160124,5.6828673297053856,5.617180515826378,30284,584,73,8,10.95890410958904,3.6560942399572314,991|1894|5347|7042|9928|11065|22974|29128,CDC20|ECT2|PLK1|TGFB2|KIF14|UBE2C|TPX2|UHRF1,-1.882211603238924,0,5,0,0,-8.094929190665358,95.73445732349843,
1,-3.8889592036134846,GO:0051338,M1,1,0,GO Biological Processes,19,regulation of transferase activity,19_GO:0065007 biological regulation,-3.8889592036134846,6.25850259801606,5.611068769063574,30284,464,73,7,9.58904109589041,3.446170001233583,991|1894|5347|7042|9928|11065|22974,CDC20|ECT2|PLK1|TGFB2|KIF14|UBE2C|TPX2,-1.7188156689481522,0,5,0,0,-8.094929190665358,95.73445732349843,
1,-3.796935961713757,GO:0001932,M1,1,0,GO Biological Processes,19,regulation of protein phosphorylation,19_GO:0050789 regulation of biological process,-3.796935961713757,5.153407640602399,5.237049989466918,30284,644,73,8,10.95890410958904,3.6560942399572314,857|1894|4254|5347|7042|9928|22943|22974,CAV1|ECT2|KITLG|PLK1|TGFB2|KIF14|DKK1|TPX2,-1.6495058110453842,0,5,0,0,-8.094929190665358,95.73445732349843,
1,-2.7739497504661528,GO:0045860,M1,1,0,GO Biological Processes,19,positive regulation of protein kinase activity,19_GO:0048518 positive regulation of biological process,-2.7739497504661528,7.901891715590345,4.933561188247903,30284,210,73,4,5.47945205479452,2.6636076335416026,1894|7042|9928|22974,ECT2|TGFB2|KIF14|TPX2,-0.7923477834061391,0,5,0,0,-8.094929190665358,95.73445732349843,
1,-2.7005177972540815,GO:0045859,M1,1,0,GO Biological Processes,19,regulation of protein kinase activity,19_GO:0050789 regulation of biological process,-2.7005177972540815,5.621264431822401,4.390437783971526,30284,369,73,5,6.8493150684931505,2.9563453696090036,1894|5347|7042|9928|22974,ECT2|PLK1|TGFB2|KIF14|TPX2,-0.7264038515866178,0,5,0,0,-8.094929190665358,95.73445732349843,
1,-2.6790624237358545,GO:0033674,M1,1,0,GO Biological Processes,19,positive regulation of kinase activity,19_GO:0048518 positive regulation of biological process,-2.6790624237358545,7.441243319614227,4.745683301876782,30284,223,73,4,5.47945205479452,2.6636076335416026,1894|7042|9928|22974,ECT2|TGFB2|KIF14|TPX2,-0.7068004829299842,0,5,0,0,-8.094929190665358,95.73445732349843,
1,-2.563376523154727,GO:0043549,M1,1,0,GO Biological Processes,19,regulation of kinase activity,19_GO:0050789 regulation of biological process,-2.563376523154727,5.2248024567820295,4.165228453826727,30284,397,73,5,6.8493150684931505,2.9563453696090036,1894|5347|7042|9928|22974,ECT2|PLK1|TGFB2|KIF14|TPX2,-0.6144984009033367,0,5,0,0,-8.094929190665358,95.73445732349843,
1,-2.4696810286630897,GO:0043523,M1,1,0,GO Biological Processes,19,regulation of neuron apoptotic process,19_GO:0050789 regulation of biological process,-2.4696810286630897,6.507440236368519,4.341379750802778,30284,255,73,4,5.47945205479452,2.6636076335416026,3672|7042|9928|22943,ITGA1|TGFB2|KIF14|DKK1,-0.5396509896667351,0,5,0,0,-8.094929190665358,95.73445732349843,
1,-2.20590991525417,GO:0051056,M1,1,0,GO Biological Processes,19,regulation of small GTPase mediated signal transduction,19_GO:0050896 response to stimulus,-2.20590991525417,5.476558614765586,3.849646577852373,30284,303,73,4,5.47945205479452,2.6636076335416026,1894|4254|7042|9928,ECT2|KITLG|TGFB2|KIF14,-0.3189461453056064,0,5,0,0,-8.094929190665358,95.73445732349843,
1,-2.146506791124994,GO:0000902,M1,1,0,GO Biological Processes,19,cell morphogenesis,19_GO:0032502 developmental process,-2.146506791124994,3.5256315728200556,3.3378458355632596,30284,706,73,6,8.219178082191782,3.2146132937554075,1894|3672|7042|9585|22943|340547,ECT2|ITGA1|TGFB2|KIF20B|DKK1|VSIG1,-0.2700446084014969,0,5,0,0,-8.094929190665358,95.73445732349843,
1,-7.6579332704281,R-HSA-194315,M1,1,0,Reactome Gene Sets,6,Signaling by Rho GTPases,,-7.6579332704281,8.228416166647799,8.828248145570143,30284,605,73,12,16.438356164383563,4.337817238884327,857|991|1063|1894|3930|4001|5347|8340|9928|11004|54443|128239,CAV1|CDC20|CENPF|ECT2|LBR|LMNB1|PLK1|H2BC13|KIF14|KIF2C|ANLN|IQGAP3,-4.927387324070229,0,6,1,1,-7.6579332704281,19.944678609062173,
1,-7.54907181409553,R-HSA-9716542,M1,1,0,Reactome Gene Sets,6,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",,-7.54907181409553,8.04231305463961,8.701954398321108,30284,619,73,12,16.438356164383563,4.337817238884327,857|991|1063|1894|3930|4001|5347|8340|9928|11004|54443|128239,CAV1|CDC20|CENPF|ECT2|LBR|LMNB1|PLK1|H2BC13|KIF14|KIF2C|ANLN|IQGAP3,-4.828991301415824,0,6,0,0,-7.6579332704281,19.944678609062173,
1,-7.074919485932262,GO:0051640,M1,1,0,GO Biological Processes,19,organelle localization,19_GO:0051179 localization,-7.074919485932262,8.281928250006214,8.479713072993869,30284,551,73,11,15.068493150684931,4.18704759034147,332|1063|4001|5347|9787|9928|10460|11004|51203|89958|259266,BIRC5|CENPF|LMNB1|PLK1|DLGAP5|KIF14|TACC3|KIF2C|NUSAP1|SAPCD2|ASPM,-4.375042359340843,0,6,0,0,-7.6579332704281,19.944678609062173,
1,-6.069553266606497,GO:0051656,M1,1,0,GO Biological Processes,19,establishment of organelle localization,19_GO:0051179 localization,-6.069553266606497,8.785044319097501,7.945043014242271,30284,425,73,9,12.32876712328767,3.8479281269960732,332|1063|4001|5347|9928|10460|11004|51203|89958,BIRC5|CENPF|LMNB1|PLK1|KIF14|TACC3|KIF2C|NUSAP1|SAPCD2,-3.489651457091828,0,6,0,0,-7.6579332704281,19.944678609062173,
1,-5.305564661047683,R-HSA-195258,M1,1,0,Reactome Gene Sets,6,RHO GTPase Effectors,,-5.305564661047683,10.445846062875727,7.77745553888009,30284,278,73,7,9.58904109589041,3.446170001233583,991|1063|5347|8340|9928|11004|128239,CDC20|CENPF|PLK1|H2BC13|KIF14|KIF2C|IQGAP3,-2.8916537836843688,0,6,0,0,-7.6579332704281,19.944678609062173,
1,-5.266887964101328,GO:0050000,M1,1,0,GO Biological Processes,19,chromosome localization,19_GO:0051179 localization,-5.266887964101328,19.944678609062173,9.513112262712792,30284,104,73,5,6.8493150684931505,2.9563453696090036,332|1063|9787|9928|11004,BIRC5|CENPF|DLGAP5|KIF14|KIF2C,-2.8680408331738905,0,6,0,0,-7.6579332704281,19.944678609062173,
1,-4.059099548162075,GO:0051303,M1,1,0,GO Biological Processes,19,establishment of chromosome localization,19_GO:0051179 localization,-4.059099548162075,17.28538812785388,7.855880838724995,30284,96,73,4,5.47945205479452,2.6636076335416026,332|1063|9928|11004,BIRC5|CENPF|KIF14|KIF2C,-1.8629980165530227,0,6,0,0,-7.6579332704281,19.944678609062173,
1,-2.96852988072109,GO:0051310,M1,1,0,GO Biological Processes,19,metaphase chromosome alignment,19_GO:0051179 localization,-2.96852988072109,14.994553556692527,6.275751823022531,30284,83,73,3,4.109589041095891,2.3234073408566323,1063|9928|11004,CENPF|KIF14|KIF2C,-0.951535938572235,0,6,0,0,-7.6579332704281,19.944678609062173,
1,-2.629099776224795,GO:0010389,M1,1,0,GO Biological Processes,19,regulation of G2/M transition of mitotic cell cycle,19_GO:0050789 regulation of biological process,-2.629099776224795,11.417871056931006,5.3560782753844425,30284,109,73,3,4.109589041095891,2.3234073408566323,1063|5347|9928,CENPF|PLK1|KIF14,-0.6641678740953263,0,6,0,0,-7.6579332704281,19.944678609062173,
1,-2.490702614112996,GO:1902749,M1,1,0,GO Biological Processes,19,regulation of cell cycle G2/M phase transition,19_GO:0050789 regulation of biological process,-2.490702614112996,10.201212665618685,5.005797118755167,30284,122,73,3,4.109589041095891,2.3234073408566323,1063|5347|9928,CENPF|PLK1|KIF14,-0.5539129914693448,0,6,0,0,-7.6579332704281,19.944678609062173,
1,-7.360292162134079,M176,M1,1,0,Canonical Pathways,11,PID FOXM1 PATHWAY,,-7.360292162134079,51.85616438356165,15.820941004088032,30284,40,73,5,6.8493150684931505,2.9563453696090036,332|890|1063|4751|5347,BIRC5|CCNA2|CENPF|NEK2|PLK1,-4.650430814636059,0,7,1,1,-7.360292162134079,51.85616438356165,
1,-5.328323656337605,M129,M1,1,0,Canonical Pathways,11,PID PLK1 PATHWAY,,-5.328323656337605,36.07385348421679,11.702110529784258,30284,46,73,4,5.47945205479452,2.6636076335416026,991|1894|5347|22974,CDC20|ECT2|PLK1|TPX2,-2.90927313932188,0,7,0,0,-7.360292162134079,51.85616438356165,
1,-4.40108392905389,R-HSA-69275,M1,1,0,Reactome Gene Sets,6,G2/M Transition,,-4.40108392905389,13.211761626385133,7.540992843718043,30284,157,73,5,6.8493150684931505,2.9563453696090036,890|1063|4751|5347|22974,CCNA2|CENPF|NEK2|PLK1|TPX2,-2.147659237415681,0,7,0,0,-7.360292162134079,51.85616438356165,
1,-4.3748621571772235,R-HSA-453274,M1,1,0,Reactome Gene Sets,6,Mitotic G2-G2/M phases,,-4.3748621571772235,13.0455759455501,7.485846756592858,30284,159,73,5,6.8493150684931505,2.9563453696090036,890|1063|4751|5347|22974,CCNA2|CENPF|NEK2|PLK1|TPX2,-2.135336075055574,0,7,0,0,-7.360292162134079,51.85616438356165,
1,-3.780506318118354,GO:0060236,M1,1,0,GO Biological Processes,19,regulation of mitotic spindle organization,19_GO:0050789 regulation of biological process,-3.780506318118354,28.28518057285181,8.903086748413424,30284,44,73,3,4.109589041095891,2.3234073408566323,5347|10460|22974,PLK1|TACC3|TPX2,-1.6358336019951698,0,7,0,0,-7.360292162134079,51.85616438356165,
1,-3.6675826609113455,GO:0090224,M1,1,0,GO Biological Processes,19,regulation of spindle organization,19_GO:0050789 regulation of biological process,-3.6675826609113455,25.928082191780828,8.49621797970291,30284,48,73,3,4.109589041095891,2.3234073408566323,5347|10460|22974,PLK1|TACC3|TPX2,-1.5469693289813222,0,7,0,0,-7.360292162134079,51.85616438356165,
1,-3.3383080196249693,R-HSA-8854518,M1,1,0,Reactome Gene Sets,6,AURKA Activation by TPX2,,-3.3383080196249693,20.073353954927093,7.389918355880273,30284,62,73,3,4.109589041095891,2.3234073408566323,4751|5347|22974,NEK2|PLK1|TPX2,-1.2691360658110427,0,7,0,0,-7.360292162134079,51.85616438356165,
1,-2.119316153111293,GO:0070507,M1,1,0,GO Biological Processes,19,regulation of microtubule cytoskeleton organization,19_GO:0050789 regulation of biological process,-2.119316153111293,7.497276778346263,4.1262038045127,30284,166,73,3,4.109589041095891,2.3234073408566323,5347|10460|22974,PLK1|TACC3|TPX2,-0.24580836601184938,0,7,0,0,-7.360292162134079,51.85616438356165,
1,-6.930571697835468,GO:0044770,M1,1,0,GO Biological Processes,19,cell cycle phase transition,19_GO:0009987 cellular process,-6.930571697835468,18.263806323770137,10.728769563151019,30284,159,73,7,9.58904109589041,3.446170001233583,332|890|991|5347|10460|11065|128239,BIRC5|CCNA2|CDC20|PLK1|TACC3|UBE2C|IQGAP3,-4.249999726439436,0,8,1,1,-6.930571697835468,62.22739726027398,
1,-5.830439166988979,GO:0044772,M1,1,0,GO Biological Processes,19,mitotic cell cycle phase transition,19_GO:0009987 cellular process,-5.830439166988979,17.04860198911616,9.555089251670815,30284,146,73,6,8.219178082191782,3.2146132937554075,332|890|5347|10460|11065|128239,BIRC5|CCNA2|PLK1|TACC3|UBE2C|IQGAP3,-3.3131841666121993,0,8,0,0,-6.930571697835468,62.22739726027398,
1,-4.827580407222979,GO:0007096,M1,1,0,GO Biological Processes,19,regulation of exit from mitosis,19_GO:0050789 regulation of biological process,-4.827580407222979,62.22739726027398,13.46405756607259,30284,20,73,3,4.109589041095891,2.3234073408566323,332|11065|54443,BIRC5|UBE2C|ANLN,-2.52957358293203,0,8,0,0,-6.930571697835468,62.22739726027398,
1,-3.614773273769653,GO:0000086,M1,1,0,GO Biological Processes,19,G2/M transition of mitotic cell cycle,19_GO:0009987 cellular process,-3.614773273769653,24.890958904109592,8.310920097128978,30284,50,73,3,4.109589041095891,2.3234073408566323,332|890|5347,BIRC5|CCNA2|PLK1,-1.4967527524179094,0,8,0,0,-6.930571697835468,62.22739726027398,
1,-3.4918995793912417,GO:0044839,M1,1,0,GO Biological Processes,19,cell cycle G2/M phase transition,19_GO:0009987 cellular process,-3.4918995793912417,22.628144458281447,7.891635976034256,30284,55,73,3,4.109589041095891,2.3234073408566323,332|890|5347,BIRC5|CCNA2|PLK1,-1.4014228072935284,0,8,0,0,-6.930571697835468,62.22739726027398,
1,-2.1409969756354794,hsa05161,M1,1,0,KEGG Pathway,24,Hepatitis B,,-2.1409969756354794,7.63526346751828,4.175376179064552,30284,163,73,3,4.109589041095891,2.3234073408566323,332|890|7042,BIRC5|CCNA2|TGFB2,-0.26601450297003015,0,8,0,0,-6.930571697835468,62.22739726027398,
1,-6.031309550079063,M242,M1,1,0,Canonical Pathways,11,PID AURORA A PATHWAY,,-6.031309550079063,53.52894387980557,14.383799487864366,30284,31,73,4,5.47945205479452,2.6636076335416026,332|9787|10460|22974,BIRC5|DLGAP5|TACC3|TPX2,-3.4661309973851004,0,9,1,1,-6.031309550079063,53.52894387980557,
1,-3.8104242529976826,R-HSA-9012852,M1,1,0,Reactome Gene Sets,6,Signaling by NOTCH3,,-3.8104242529976826,28.942975469894876,9.01336858487905,30284,43,73,3,4.109589041095891,2.3234073408566323,9787|10460|54492,DLGAP5|TACC3|NEURL1B,-1.6602190482745376,0,9,0,0,-6.031309550079063,53.52894387980557,
1,-2.8755965417407046,R-HSA-157118,M1,1,0,Reactome Gene Sets,6,Signaling by NOTCH,,-2.8755965417407046,8.423336346568389,5.138319871704786,30284,197,73,4,5.47945205479452,2.6636076335416026,8340|9787|10460|54492,H2BC13|DLGAP5|TACC3|NEURL1B,-0.8727108535032164,0,9,0,0,-6.031309550079063,53.52894387980557,
1,-5.848976546949273,GO:0065004,M1,1,0,GO Biological Processes,19,protein-DNA complex assembly,19_GO:0009987 cellular process,-5.848976546949273,12.625848719475878,8.699930280749157,30284,230,73,7,9.58904109589041,3.446170001233583,1063|3009|3148|8340|9787|29028|51053,CENPF|H1-5|HMGB2|H2BC13|DLGAP5|ATAD2|GMNN,-3.325190679413535,0,10,1,1,-5.848976546949273,13.828310502283104,
1,-5.608833875846729,GO:0071824,M1,1,0,GO Biological Processes,19,protein-DNA complex organization,19_GO:0009987 cellular process,-5.608833875846729,11.615780821917808,8.285022407249807,30284,250,73,7,9.58904109589041,3.446170001233583,1063|3009|3148|8340|9787|29028|51053,CENPF|H1-5|HMGB2|H2BC13|DLGAP5|ATAD2|GMNN,-3.134735792500099,0,10,0,0,-5.848976546949273,13.828310502283104,
1,-3.6848278186665984,GO:0006334,M1,1,0,GO Biological Processes,19,nucleosome assembly,19_GO:0009987 cellular process,-3.6848278186665984,13.828310502283104,6.9213999918421365,30284,120,73,4,5.47945205479452,2.6636076335416026,3009|3148|8340|29028,H1-5|HMGB2|H2BC13|ATAD2,-1.5589819598028982,0,10,0,0,-5.848976546949273,13.828310502283104,
1,-3.4296284567078628,GO:0034728,M1,1,0,GO Biological Processes,19,nucleosome organization,19_GO:0009987 cellular process,-3.4296284567078628,11.852837573385518,6.326816061372489,30284,140,73,4,5.47945205479452,2.6636076335416026,3009|3148|8340|29028,H1-5|HMGB2|H2BC13|ATAD2,-1.3487497433606856,0,10,0,0,-5.848976546949273,13.828310502283104,
1,-5.6001971487982125,WP2446,M1,1,0,WikiPathways,27,Retinoblastoma gene in cancer,,-5.6001971487982125,23.306141295982762,10.359296491533838,30284,89,73,5,6.8493150684931505,2.9563453696090036,890|3148|6241|7298|54443,CCNA2|HMGB2|RRM2|TYMS|ANLN,-3.131928609112306,0,11,1,1,-5.6001971487982125,36.60435132957293,
1,-4.1180219501180595,WP1601,M1,1,0,WikiPathways,27,Fluoropyrimidine activity,,-4.1180219501180595,36.60435132957293,10.210762500721746,30284,34,73,3,4.109589041095891,2.3234073408566323,6241|7298|8836,RRM2|TYMS|GGH,-1.906973480651292,0,11,0,0,-5.6001971487982125,36.60435132957293,
1,-3.8764669681467785,R-HSA-69206,M1,1,0,Reactome Gene Sets,6,G1/S Transition,,-3.8764669681467785,15.508385610037125,7.39011633714552,30284,107,73,4,5.47945205479452,2.6636076335416026,890|6241|7298|51053,CCNA2|RRM2|TYMS|GMNN,-1.7121141123623413,0,11,0,0,-5.6001971487982125,36.60435132957293,
1,-3.6848278186665984,R-HSA-453279,M1,1,0,Reactome Gene Sets,6,Mitotic G1 phase and G1/S transition,,-3.6848278186665984,13.828310502283104,6.9213999918421365,30284,120,73,4,5.47945205479452,2.6636076335416026,890|6241|7298|51053,CCNA2|RRM2|TYMS|GMNN,-1.5589819598028982,0,11,0,0,-5.6001971487982125,36.60435132957293,
1,-3.13050841964897,M40,M1,1,0,Canonical Pathways,11,PID E2F PATHWAY,,-3.13050841964897,17.04860198911616,6.748300510521624,30284,73,73,3,4.109589041095891,2.3234073408566323,890|6241|7298,CCNA2|RRM2|TYMS,-1.0946746544845765,0,11,0,0,-5.6001971487982125,36.60435132957293,
1,-5.488893831733065,GO:0030261,M1,1,0,GO Biological Processes,19,chromosome condensation,19_GO:0009987 cellular process,-5.488893831733065,39.509458577951726,12.276233244184635,30284,42,73,4,5.47945205479452,2.6636076335416026,3009|5347|10051|51203,H1-5|PLK1|SMC4|NUSAP1,-3.0376586313459386,0,12,1,1,-5.488893831733065,73.20870265914586,
1,-5.04971854530912,GO:0007076,M1,1,0,GO Biological Processes,19,mitotic chromosome condensation,19_GO:0009987 cellular process,-5.04971854530912,73.20870265914586,14.6388729808473,30284,17,73,3,4.109589041095891,2.3234073408566323,5347|10051|51203,PLK1|SMC4|NUSAP1,-2.684112347520361,0,12,0,0,-5.488893831733065,73.20870265914586,
1,-4.699045505838964,GO:0051653,M1,1,0,GO Biological Processes,19,spindle localization,19_GO:0051179 localization,-4.699045505838964,25.142382731423826,9.651561176147178,30284,66,73,4,5.47945205479452,2.6636076335416026,5347|51203|89958|259266,PLK1|NUSAP1|SAPCD2|ASPM,-2.4158374347954386,0,12,0,0,-5.488893831733065,73.20870265914586,
1,-4.428593950003661,GO:0051321,M1,1,0,GO Biological Processes,19,meiotic cell cycle,19_GO:0022414 reproductive process,-4.428593950003661,9.685198017163266,6.873352893062979,30284,257,73,6,8.219178082191782,3.2146132937554075,991|4751|5347|9232|10051|259266,CDC20|NEK2|PLK1|PTTG1|SMC4|ASPM,-2.1680495172425043,0,12,0,0,-5.488893831733065,73.20870265914586,
1,-4.131088004638091,GO:0045132,M1,1,0,GO Biological Processes,19,meiotic chromosome segregation,19_GO:0022414 reproductive process,-4.131088004638091,18.036926742108395,8.044842687342243,30284,92,73,4,5.47945205479452,2.6636076335416026,5347|9232|10051|259266,PLK1|PTTG1|SMC4|ASPM,-1.914862999925292,0,12,0,0,-5.488893831733065,73.20870265914586,
1,-3.966164417531687,GO:1903046,M1,1,0,GO Biological Processes,19,meiotic cell cycle process,19_GO:0022414 reproductive process,-3.966164417531687,10.691992656404462,6.657040136343591,30284,194,73,5,6.8493150684931505,2.9563453696090036,991|5347|9232|10051|259266,CDC20|PLK1|PTTG1|SMC4|ASPM,-1.7871874702385175,0,12,0,0,-5.488893831733065,73.20870265914586,
1,-3.841081763192532,GO:0040001,M1,1,0,GO Biological Processes,19,establishment of mitotic spindle localization,19_GO:0051179 localization,-3.841081763192532,29.6320939334638,9.127478712407829,30284,42,73,3,4.109589041095891,2.3234073408566323,5347|51203|89958,PLK1|NUSAP1|SAPCD2,-1.682443390932524,0,12,0,0,-5.488893831733065,73.20870265914586,
1,-3.51422119332609,R-HSA-68875,M1,1,0,Reactome Gene Sets,6,Mitotic Prophase,,-3.51422119332609,12.476671129879492,6.520324723748851,30284,133,73,4,5.47945205479452,2.6636076335416026,4001|5347|8340|10051,LMNB1|PLK1|H2BC13|SMC4,-1.4168612070933226,0,12,0,0,-5.488893831733065,73.20870265914586,
1,-3.3590980647565463,GO:0051293,M1,1,0,GO Biological Processes,19,establishment of spindle localization,19_GO:0051179 localization,-3.3590980647565463,20.40242533123737,7.456422024507565,30284,61,73,3,4.109589041095891,2.3234073408566323,5347|51203|89958,PLK1|NUSAP1|SAPCD2,-1.2829399900819536,0,12,0,0,-5.488893831733065,73.20870265914586,
1,-3.1657188543228294,R-HSA-2299718,M1,1,0,Reactome Gene Sets,6,Condensation of Prophase Chromosomes,,-3.1657188543228294,17.528844298668727,6.854141493586364,30284,71,73,3,4.109589041095891,2.3234073408566323,5347|8340|10051,PLK1|H2BC13|SMC4,-1.1255851086657118,0,12,0,0,-5.488893831733065,73.20870265914586,
1,-3.0842964261357424,GO:0140013,M1,1,0,GO Biological Processes,19,meiotic nuclear division,19_GO:0022414 reproductive process,-3.0842964261357424,9.591891677884234,5.570928480802035,30284,173,73,4,5.47945205479452,2.6636076335416026,5347|9232|10051|259266,PLK1|PTTG1|SMC4|ASPM,-1.0569369685150536,0,12,0,0,-5.488893831733065,73.20870265914586,
1,-2.201040843575245,GO:1904375,M1,1,0,GO Biological Processes,19,regulation of protein localization to cell periphery,19_GO:0051179 localization,-2.201040843575245,8.029341581970836,4.31287097720296,30284,155,73,3,4.109589041095891,2.3234073408566323,5347|11004|89958,PLK1|KIF2C|SAPCD2,-0.3169997522196046,0,12,0,0,-5.488893831733065,73.20870265914586,
1,-4.971289967514414,GO:0051383,M1,1,0,GO Biological Processes,19,kinetochore organization,19_GO:0009987 cellular process,-4.971289967514414,69.14155251141554,14.215072882678957,30284,18,73,3,4.109589041095891,2.3234073408566323,1063|9787|10051,CENPF|DLGAP5|SMC4,-2.6235953590343573,0,13,1,1,-4.971289967514414,69.14155251141554,
1,-3.9378716973326653,M14,M1,1,0,Canonical Pathways,11,PID AURORA B PATHWAY,,-3.9378716973326653,31.91148577449948,9.495191260635702,30284,39,73,3,4.109589041095891,2.3234073408566323,332|10051|11004,BIRC5|SMC4|KIF2C,-1.7618592290032349,0,13,0,0,-4.971289967514414,69.14155251141554,
