Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),GeneList
GO Biological Processes,19,GO:1901991,negative regulation of mitotic cell cycle phase transition,19_GO:0048519 negative regulation of biological process,-2.9,8.7,5.2,30284,191,73,4,5.5,2.7,332|991|1063|5347,BIRC5|CDC20|CENPF|PLK1,-0.91,MyList
WikiPathways,27,WP2840,Hair follicle development cytodifferentiation stage 3 of 3,,-2.9,14,6.1,30284,87,73,3,4.1,2.3,4254|22943|27122,KITLG|DKK1|DKK3,-0.9,MyList
GO Biological Processes,19,GO:0045664,regulation of neuron differentiation,19_GO:0032502 developmental process,-2.9,8.5,5.2,30284,195,73,4,5.5,2.7,1894|8835|22943|259266,ECT2|SOCS2|DKK1|ASPM,-0.88,MyList
GO Biological Processes,19,GO:0010638,positive regulation of organelle organization,19_GO:0048518 positive regulation of biological process,-2.9,5,4.4,30284,499,73,6,8.2,3.2,991|4751|9787|10051|11065|51203,CDC20|NEK2|DLGAP5|SMC4|UBE2C|NUSAP1,-0.88,MyList
Reactome Gene Sets,6,R-HSA-157118,Signaling by NOTCH,,-2.9,8.4,5.1,30284,197,73,4,5.5,2.7,8340|9787|10460|54492,H2BC13|DLGAP5|TACC3|NEURL1B,-0.87,MyList
KEGG Pathway,24,hsa04814,Motor proteins,,-2.9,8.4,5.1,30284,197,73,4,5.5,2.7,9585|9928|11004|146909,KIF20B|KIF14|KIF2C|KIF18B,-0.87,MyList
GO Biological Processes,19,GO:0051052,regulation of DNA metabolic process,19_GO:0050789 regulation of biological process,-2.9,4.9,4.4,30284,505,73,6,8.2,3.2,890|3009|3838|4751|5347|51053,CCNA2|H1-5|KPNA2|NEK2|PLK1|GMNN,-0.86,MyList
GO Biological Processes,19,GO:0061136,regulation of proteasomal protein catabolic process,19_GO:0050789 regulation of biological process,-2.9,8.3,5.1,30284,200,73,4,5.5,2.7,857|991|5347|7018,CAV1|CDC20|PLK1|TF,-0.85,MyList
GO Biological Processes,19,GO:0031396,regulation of protein ubiquitination,19_GO:0050789 regulation of biological process,-2.8,8.3,5.1,30284,201,73,4,5.5,2.7,857|991|5347|11065,CAV1|CDC20|PLK1|UBE2C,-0.85,MyList
Reactome Gene Sets,6,R-HSA-8957275,Post-translational protein phosphorylation,,-2.8,14,5.9,30284,92,73,3,4.1,2.3,1356|1462|7018,CP|VCAN|TF,-0.84,MyList
GO Biological Processes,19,GO:1904892,regulation of receptor signaling pathway via STAT,19_GO:0050896 response to stimulus,-2.8,13,5.9,30284,93,73,3,4.1,2.3,857|1154|8835,CAV1|CISH|SOCS2,-0.83,MyList
Reactome Gene Sets,6,R-HSA-6811434,COPI-dependent Golgi-to-ER retrograde traffic,,-2.8,13,5.9,30284,93,73,3,4.1,2.3,9585|11004|146909,KIF20B|KIF2C|KIF18B,-0.83,MyList
KEGG Pathway,24,hsa05203,Viral carcinogenesis,,-2.8,8.1,5,30284,205,73,4,5.5,2.7,890|991|8340|440689,CCNA2|CDC20|H2BC13|H2BC18,-0.82,MyList
GO Biological Processes,19,GO:0010639,negative regulation of organelle organization,19_GO:0048519 negative regulation of biological process,-2.8,6,4.6,30284,348,73,5,6.8,3,332|991|1063|5347|22974,BIRC5|CDC20|CENPF|PLK1|TPX2,-0.82,MyList
GO Biological Processes,19,GO:0030111,regulation of Wnt signaling pathway,19_GO:0050896 response to stimulus,-2.8,5.9,4.6,30284,350,73,5,6.8,3,857|3485|22943|27122|259266,CAV1|IGFBP2|DKK1|DKK3|ASPM,-0.82,MyList
GO Biological Processes,19,GO:0045666,positive regulation of neuron differentiation,19_GO:0032502 developmental process,-2.8,13,5.8,30284,96,73,3,4.1,2.3,1894|8835|22943,ECT2|SOCS2|DKK1,-0.8,MyList
GO Biological Processes,19,GO:0045860,positive regulation of protein kinase activity,19_GO:0048518 positive regulation of biological process,-2.8,7.9,4.9,30284,210,73,4,5.5,2.7,1894|7042|9928|22974,ECT2|TGFB2|KIF14|TPX2,-0.79,MyList
GO Biological Processes,19,GO:0008283,cell population proliferation,19_GO:0009987 cellular process,-2.8,4,4.1,30284,718,73,7,9.6,3.4,857|4254|7042|9837|9928|128239|259266,CAV1|KITLG|TGFB2|GINS1|KIF14|IQGAP3|ASPM,-0.78,MyList
GO Biological Processes,19,GO:0045732,positive regulation of protein catabolic process,19_GO:0048518 positive regulation of biological process,-2.7,7.8,4.9,30284,214,73,4,5.5,2.7,857|991|5347|7018,CAV1|CDC20|PLK1|TF,-0.77,MyList
Reactome Gene Sets,6,R-HSA-2559582,Senescence-Associated Secretory Phenotype (SASP),,-2.7,12,5.6,30284,101,73,3,4.1,2.3,890|8340|11065,CCNA2|H2BC13|UBE2C,-0.75,MyList
GO Biological Processes,19,GO:0045859,regulation of protein kinase activity,19_GO:0050789 regulation of biological process,-2.7,5.6,4.4,30284,369,73,5,6.8,3,1894|5347|7042|9928|22974,ECT2|PLK1|TGFB2|KIF14|TPX2,-0.73,MyList
GO Biological Processes,19,GO:0033674,positive regulation of kinase activity,19_GO:0048518 positive regulation of biological process,-2.7,7.4,4.7,30284,223,73,4,5.5,2.7,1894|7042|9928|22974,ECT2|TGFB2|KIF14|TPX2,-0.71,MyList
KEGG Pathway,24,hsa05166,Human T-cell leukemia virus 1 infection,,-2.7,7.4,4.7,30284,224,73,4,5.5,2.7,890|991|7042|9232,CCNA2|CDC20|TGFB2|PTTG1,-0.7,MyList
Reactome Gene Sets,6,R-HSA-9610379,HCMV Late Events,,-2.7,12,5.4,30284,106,73,3,4.1,2.3,8340|8969|440689,H2BC13|H2AC11|H2BC18,-0.7,MyList
GO Biological Processes,19,GO:2000060,positive regulation of ubiquitin-dependent protein catabolic process,19_GO:0048518 positive regulation of biological process,-2.7,12,5.4,30284,106,73,3,4.1,2.3,991|5347|7018,CDC20|PLK1|TF,-0.7,MyList
GO Biological Processes,19,GO:0010389,regulation of G2/M transition of mitotic cell cycle,19_GO:0050789 regulation of biological process,-2.6,11,5.4,30284,109,73,3,4.1,2.3,1063|5347|9928,CENPF|PLK1|KIF14,-0.66,MyList
KEGG Pathway,24,hsa04820,Cytoskeleton in muscle cells,,-2.6,7.2,4.6,30284,232,73,4,5.5,2.7,1462|3672|3930|4001,VCAN|ITGA1|LBR|LMNB1,-0.66,MyList
GO Biological Processes,19,GO:0008406,gonad development,19_GO:0022414 reproductive process,-2.6,7.2,4.6,30284,232,73,4,5.5,2.7,3148|4254|7042|259266,HMGB2|KITLG|TGFB2|ASPM,-0.66,MyList
WikiPathways,27,WP3391,Senescence associated secretory phenotype SASP,,-2.6,11,5.2,30284,113,73,3,4.1,2.3,890|8340|11065,CCNA2|H2BC13|UBE2C,-0.63,MyList
GO Biological Processes,19,GO:0001824,blastocyst development,19_GO:0032502 developmental process,-2.6,11,5.2,30284,113,73,3,4.1,2.3,4751|6241|9837,NEK2|RRM2|GINS1,-0.63,MyList
GO Biological Processes,19,GO:0045137,development of primary sexual characteristics,19_GO:0022414 reproductive process,-2.6,7,4.6,30284,237,73,4,5.5,2.7,3148|4254|7042|259266,HMGB2|KITLG|TGFB2|ASPM,-0.63,MyList
GO Biological Processes,19,GO:0097191,extrinsic apoptotic signaling pathway,19_GO:0050896 response to stimulus,-2.6,11,5.2,30284,114,73,3,4.1,2.3,3148|4254|7042,HMGB2|KITLG|TGFB2,-0.62,MyList
GO Biological Processes,19,GO:1903050,regulation of proteolysis involved in protein catabolic process,19_GO:0050789 regulation of biological process,-2.6,6.9,4.5,30284,239,73,4,5.5,2.7,857|991|5347|7018,CAV1|CDC20|PLK1|TF,-0.62,MyList
GO Biological Processes,19,GO:0045930,negative regulation of mitotic cell cycle,19_GO:0048519 negative regulation of biological process,-2.6,6.9,4.5,30284,240,73,4,5.5,2.7,332|991|1063|5347,BIRC5|CDC20|CENPF|PLK1,-0.61,MyList
GO Biological Processes,19,GO:0043549,regulation of kinase activity,19_GO:0050789 regulation of biological process,-2.6,5.2,4.2,30284,397,73,5,6.8,3,1894|5347|7042|9928|22974,ECT2|PLK1|TGFB2|KIF14|TPX2,-0.61,MyList
GO Biological Processes,19,GO:1903320,regulation of protein modification by small protein conjugation or removal,19_GO:0050789 regulation of biological process,-2.5,6.8,4.5,30284,244,73,4,5.5,2.7,857|991|5347|11065,CAV1|CDC20|PLK1|UBE2C,-0.59,MyList
GO Biological Processes,19,GO:0032355,response to estradiol,19_GO:0050896 response to stimulus,-2.5,10,5.1,30284,120,73,3,4.1,2.3,890|3485|8835,CCNA2|IGFBP2|SOCS2,-0.57,MyList
GO Biological Processes,19,GO:0050678,regulation of epithelial cell proliferation,19_GO:0050789 regulation of biological process,-2.5,5.1,4.1,30284,409,73,5,6.8,3,857|3148|7042|29128|128239,CAV1|HMGB2|TGFB2|UHRF1|IQGAP3,-0.56,MyList
GO Biological Processes,19,GO:1901873,regulation of post-translational protein modification,19_GO:0050789 regulation of biological process,-2.5,6.7,4.4,30284,249,73,4,5.5,2.7,857|991|5347|11065,CAV1|CDC20|PLK1|UBE2C,-0.56,MyList
Reactome Gene Sets,6,R-HSA-9609690,HCMV Early Events,,-2.5,10,5,30284,122,73,3,4.1,2.3,8340|8969|440689,H2BC13|H2AC11|H2BC18,-0.55,MyList
GO Biological Processes,19,GO:1902749,regulation of cell cycle G2/M phase transition,19_GO:0050789 regulation of biological process,-2.5,10,5,30284,122,73,3,4.1,2.3,1063|5347|9928,CENPF|PLK1|KIF14,-0.55,MyList
Reactome Gene Sets,6,R-HSA-68867,Assembly of the pre-replicative complex,,-2.5,10,5,30284,122,73,3,4.1,2.3,8340|11065|51053,H2BC13|UBE2C|GMNN,-0.55,MyList
Reactome Gene Sets,6,R-HSA-8856688,Golgi-to-ER retrograde transport,,-2.5,10,5,30284,123,73,3,4.1,2.3,9585|11004|146909,KIF20B|KIF2C|KIF18B,-0.55,MyList
Reactome Gene Sets,6,R-HSA-3214847,HATs acetylate histones,,-2.5,10,5,30284,123,73,3,4.1,2.3,8340|8969|440689,H2BC13|H2AC11|H2BC18,-0.55,MyList
WikiPathways,27,WP5115,Network map of SARS CoV 2 signaling,,-2.5,6.5,4.4,30284,254,73,4,5.5,2.7,332|6241|7018|8836,BIRC5|RRM2|TF|GGH,-0.54,MyList
GO Biological Processes,19,GO:0043523,regulation of neuron apoptotic process,19_GO:0050789 regulation of biological process,-2.5,6.5,4.3,30284,255,73,4,5.5,2.7,3672|7042|9928|22943,ITGA1|TGFB2|KIF14|DKK1,-0.54,MyList
GO Biological Processes,19,GO:1901988,negative regulation of cell cycle phase transition,19_GO:0048519 negative regulation of biological process,-2.5,6.5,4.3,30284,256,73,4,5.5,2.7,332|991|1063|5347,BIRC5|CDC20|CENPF|PLK1,-0.54,MyList
GO Biological Processes,19,GO:0030879,mammary gland development,19_GO:0032502 developmental process,-2.4,9.8,4.9,30284,127,73,3,4.1,2.3,857|8835|128239,CAV1|SOCS2|IQGAP3,-0.52,MyList
WikiPathways,27,WP2004,miR targeted genes in lymphocytes,,-2.4,4.9,4,30284,424,73,5,6.8,3,5347|7298|25840|29128|128239,PLK1|TYMS|TMT1A|UHRF1|IQGAP3,-0.52,MyList
GO Biological Processes,19,GO:0061982,meiosis I cell cycle process,19_GO:0022414 reproductive process,-2.4,9.7,4.9,30284,128,73,3,4.1,2.3,991|5347|9232,CDC20|PLK1|PTTG1,-0.51,MyList
GO Biological Processes,19,GO:0021987,cerebral cortex development,19_GO:0032502 developmental process,-2.4,9.6,4.8,30284,130,73,3,4.1,2.3,9928|10460|259266,KIF14|TACC3|ASPM,-0.49,MyList
GO Biological Processes,19,GO:0097529,myeloid leukocyte migration,19_GO:0002376 immune system process,-2.4,9.5,4.8,30284,131,73,3,4.1,2.3,3672|4254|7042,ITGA1|KITLG|TGFB2,-0.48,MyList
GO Biological Processes,19,GO:0032434,regulation of proteasomal ubiquitin-dependent protein catabolic process,19_GO:0050789 regulation of biological process,-2.4,9.4,4.8,30284,132,73,3,4.1,2.3,991|5347|7018,CDC20|PLK1|TF,-0.48,MyList
Reactome Gene Sets,6,R-HSA-69002,DNA Replication Pre-Initiation,,-2.3,9.1,4.7,30284,137,73,3,4.1,2.3,8340|11065|51053,H2BC13|UBE2C|GMNN,-0.43,MyList
Canonical Pathways,11,M145,PID P53 DOWNSTREAM PATHWAY,,-2.3,9.1,4.7,30284,137,73,3,4.1,2.3,857|1462|22943,CAV1|VCAN|DKK1,-0.43,MyList
GO Biological Processes,19,GO:0007018,microtubule-based movement,19_GO:0009987 cellular process,-2.3,4.6,3.8,30284,447,73,5,6.8,3,9585|9787|9928|11004|146909,KIF20B|DLGAP5|KIF14|KIF2C|KIF18B,-0.43,MyList
GO Biological Processes,19,GO:0051053,negative regulation of DNA metabolic process,19_GO:0048519 negative regulation of biological process,-2.3,9,4.6,30284,138,73,3,4.1,2.3,3009|5347|51053,H1-5|PLK1|GMNN,-0.43,MyList
GO Biological Processes,19,GO:0003018,vascular process in circulatory system,19_GO:0032501 multicellular organismal process,-2.3,6,4.1,30284,278,73,4,5.5,2.7,857|3672|9153|222962,CAV1|ITGA1|SLC28A2|SLC29A4,-0.43,MyList
KEGG Pathway,24,hsa04114,Oocyte meiosis,,-2.3,9,4.6,30284,139,73,3,4.1,2.3,991|5347|9232,CDC20|PLK1|PTTG1,-0.42,MyList
Reactome Gene Sets,6,R-HSA-9609646,HCMV Infection,,-2.3,8.9,4.6,30284,140,73,3,4.1,2.3,8340|8969|440689,H2BC13|H2AC11|H2BC18,-0.42,MyList
GO Biological Processes,19,GO:0010498,proteasomal protein catabolic process,19_GO:0009987 cellular process,-2.3,4.6,3.8,30284,454,73,5,6.8,3,991|8507|8835|9928|11065,CDC20|ENC1|SOCS2|KIF14|UBE2C,-0.41,MyList
KEGG Pathway,24,hsa05322,Systemic lupus erythematosus,,-2.3,8.8,4.6,30284,141,73,3,4.1,2.3,8340|8969|440689,H2BC13|H2AC11|H2BC18,-0.41,MyList
GO Biological Processes,19,GO:0000018,regulation of DNA recombination,19_GO:0050789 regulation of biological process,-2.3,8.8,4.6,30284,142,73,3,4.1,2.3,3009|3838|5347,H1-5|KPNA2|PLK1,-0.4,MyList
Reactome Gene Sets,6,R-HSA-5693532,DNA Double-Strand Break Repair,,-2.3,8.7,4.5,30284,143,73,3,4.1,2.3,890|3838|8340,CCNA2|KPNA2|H2BC13,-0.4,MyList
GO Biological Processes,19,GO:0043009,chordate embryonic development,19_GO:0032502 developmental process,-2.3,3.8,3.5,30284,658,73,6,8.2,3.2,4751|6241|7042|9585|9837|22943,NEK2|RRM2|TGFB2|KIF20B|GINS1|DKK1,-0.39,MyList
GO Biological Processes,19,GO:0007548,sex differentiation,19_GO:0022414 reproductive process,-2.3,5.7,4,30284,289,73,4,5.5,2.7,3148|4254|7042|259266,HMGB2|KITLG|TGFB2|ASPM,-0.38,MyList
GO Biological Processes,19,GO:0001649,osteoblast differentiation,19_GO:0032502 developmental process,-2.3,8.5,4.5,30284,146,73,3,4.1,2.3,1462|3485|25840,VCAN|IGFBP2|TMT1A,-0.38,MyList
GO Biological Processes,19,GO:0051603,proteolysis involved in protein catabolic process,19_GO:0009987 cellular process,-2.3,3.7,3.5,30284,666,73,6,8.2,3.2,991|8507|8835|9928|11065|29128,CDC20|ENC1|SOCS2|KIF14|UBE2C|UHRF1,-0.37,MyList
GO Biological Processes,19,GO:0045862,positive regulation of proteolysis,19_GO:0048518 positive regulation of biological process,-2.3,5.6,3.9,30284,294,73,4,5.5,2.7,857|991|5347|7018,CAV1|CDC20|PLK1|TF,-0.36,MyList
GO Biological Processes,19,GO:0032984,protein-containing complex disassembly,19_GO:0009987 cellular process,-2.2,8.4,4.4,30284,149,73,3,4.1,2.3,11004|29028|146909,KIF2C|ATAD2|KIF18B,-0.36,MyList
Reactome Gene Sets,6,R-HSA-983231,Factors involved in megakaryocyte development and platelet production,,-2.2,8.3,4.4,30284,150,73,3,4.1,2.3,9585|11004|146909,KIF20B|KIF2C|KIF18B,-0.35,MyList
GO Biological Processes,19,GO:0009792,embryo development ending in birth or egg hatching,19_GO:0032502 developmental process,-2.2,3.7,3.4,30284,680,73,6,8.2,3.2,4751|6241|7042|9585|9837|22943,NEK2|RRM2|TGFB2|KIF20B|GINS1|DKK1,-0.33,MyList
GO Biological Processes,19,GO:0051056,regulation of small GTPase mediated signal transduction,19_GO:0050896 response to stimulus,-2.2,5.5,3.8,30284,303,73,4,5.5,2.7,1894|4254|7042|9928,ECT2|KITLG|TGFB2|KIF14,-0.32,MyList
GO Biological Processes,19,GO:1904375,regulation of protein localization to cell periphery,19_GO:0051179 localization,-2.2,8,4.3,30284,155,73,3,4.1,2.3,5347|11004|89958,PLK1|KIF2C|SAPCD2,-0.32,MyList
GO Biological Processes,19,GO:0048608,reproductive structure development,19_GO:0022414 reproductive process,-2.2,5.5,3.8,30284,304,73,4,5.5,2.7,3148|4254|7042|259266,HMGB2|KITLG|TGFB2|ASPM,-0.32,MyList
GO Biological Processes,19,GO:0030099,myeloid cell differentiation,19_GO:0032502 developmental process,-2.2,5.4,3.8,30284,305,73,4,5.5,2.7,3930|4254|7018|23306,LBR|KITLG|TF|NEMP1,-0.31,MyList
GO Biological Processes,19,GO:0030097,hemopoiesis,19_GO:0032502 developmental process,-2.2,3.6,3.4,30284,690,73,6,8.2,3.2,3930|4254|7018|7042|23306|54443,LBR|KITLG|TF|TGFB2|NEMP1|ANLN,-0.31,MyList
GO Biological Processes,19,GO:0061458,reproductive system development,19_GO:0032502 developmental process,-2.2,5.4,3.8,30284,308,73,4,5.5,2.7,3148|4254|7042|259266,HMGB2|KITLG|TGFB2|ASPM,-0.3,MyList
GO Biological Processes,19,GO:0002573,myeloid leukocyte differentiation,19_GO:0032502 developmental process,-2.2,7.7,4.2,30284,161,73,3,4.1,2.3,3930|4254|7018,LBR|KITLG|TF,-0.28,MyList
GO Biological Processes,19,GO:0000902,cell morphogenesis,19_GO:0032502 developmental process,-2.1,3.5,3.3,30284,706,73,6,8.2,3.2,1894|3672|7042|9585|22943|340547,ECT2|ITGA1|TGFB2|KIF20B|DKK1|VSIG1,-0.27,MyList
KEGG Pathway,24,hsa05161,Hepatitis B,,-2.1,7.6,4.2,30284,163,73,3,4.1,2.3,332|890|7042,BIRC5|CCNA2|TGFB2,-0.27,MyList
GO Biological Processes,19,GO:0070507,regulation of microtubule cytoskeleton organization,19_GO:0050789 regulation of biological process,-2.1,7.5,4.1,30284,166,73,3,4.1,2.3,5347|10460|22974,PLK1|TACC3|TPX2,-0.25,MyList
GO Biological Processes,19,GO:0007517,muscle organ development,19_GO:0032502 developmental process,-2.1,5.1,3.7,30284,323,73,4,5.5,2.7,857|1063|3009|7042,CAV1|CENPF|H1-5|TGFB2,-0.24,MyList
GO Biological Processes,19,GO:0090092,regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,19_GO:0050896 response to stimulus,-2.1,5,3.6,30284,329,73,4,5.5,2.7,857|7042|22943|27122,CAV1|TGFB2|DKK1|DKK3,-0.21,MyList
GO Biological Processes,19,GO:2000058,regulation of ubiquitin-dependent protein catabolic process,19_GO:0050789 regulation of biological process,-2.1,7.2,4,30284,172,73,3,4.1,2.3,991|5347|7018,CDC20|PLK1|TF,-0.21,MyList
GO Biological Processes,19,GO:0097190,apoptotic signaling pathway,19_GO:0050896 response to stimulus,-2.1,5,3.6,30284,332,73,4,5.5,2.7,857|3148|4254|7042,CAV1|HMGB2|KITLG|TGFB2,-0.2,MyList
GO Biological Processes,19,GO:1901617,organic hydroxy compound biosynthetic process,19_GO:0009987 cellular process,-2.1,7.1,4,30284,175,73,3,4.1,2.3,3930|7042|165679,LBR|TGFB2|SPTSSB,-0.19,MyList
GO Biological Processes,19,GO:0030162,regulation of proteolysis,19_GO:0050789 regulation of biological process,-2,3.9,3.3,30284,538,73,5,6.8,3,332|857|991|5347|7018,BIRC5|CAV1|CDC20|PLK1|TF,-0.15,MyList
Reactome Gene Sets,6,R-HSA-6811442,Intra-Golgi and retrograde Golgi-to-ER traffic,,-2,6.8,3.9,30284,183,73,3,4.1,2.3,9585|11004|146909,KIF20B|KIF2C|KIF18B,-0.14,MyList
