Name,Category,CategoryID,GO,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value)
MyList,GO Biological Processes,19,GO:1902749,regulation of cell cycle G2/M phase transition,19_GO:0050789 regulation of biological process,-2.9,14,6.1,30284,122,52,3,5.8,3.2,1063|5347|9928,CENPF|PLK1|KIF14,-1.2
MyList,Reactome Gene Sets,6,R-HSA-68867,Assembly of the pre-replicative complex,,-2.9,14,6.1,30284,122,52,3,5.8,3.2,8340|11065|51053,H2BC13|UBE2C|GMNN,-1.2
MyList,Reactome Gene Sets,6,R-HSA-8856688,Golgi-to-ER retrograde transport,,-2.9,14,6.1,30284,123,52,3,5.8,3.2,9585|11004|146909,KIF20B|KIF2C|KIF18B,-1.2
MyList,Reactome Gene Sets,6,R-HSA-3214847,HATs acetylate histones,,-2.9,14,6.1,30284,123,52,3,5.8,3.2,8340|8969|440689,H2BC13|H2AC11|H2BC18,-1.2
MyList,GO Biological Processes,19,GO:0030879,mammary gland development,19_GO:0032502 developmental process,-2.9,14,6,30284,127,52,3,5.8,3.2,857|8835|128239,CAV1|SOCS2|IQGAP3,-1.2
MyList,GO Biological Processes,19,GO:0061982,meiosis I cell cycle process,19_GO:0022414 reproductive process,-2.9,14,5.9,30284,128,52,3,5.8,3.2,991|5347|9232,CDC20|PLK1|PTTG1,-1.1
MyList,GO Biological Processes,19,GO:0021987,cerebral cortex development,19_GO:0032502 developmental process,-2.8,13,5.9,30284,130,52,3,5.8,3.2,9928|10460|259266,KIF14|TACC3|ASPM,-1.1
MyList,Reactome Gene Sets,6,R-HSA-69242,S Phase,,-2.8,13,5.9,30284,131,52,3,5.8,3.2,890|11065|51053,CCNA2|UBE2C|GMNN,-1.1
MyList,GO Biological Processes,19,GO:0032434,regulation of proteasomal ubiquitin-dependent protein catabolic process,19_GO:0050789 regulation of biological process,-2.8,13,5.8,30284,132,52,3,5.8,3.2,991|5347|7018,CDC20|PLK1|TF,-1.1
MyList,GO Biological Processes,19,GO:0045862,positive regulation of proteolysis,19_GO:0048518 positive regulation of biological process,-2.8,7.9,4.9,30284,294,52,4,7.7,3.7,857|991|5347|7018,CAV1|CDC20|PLK1|TF,-1.1
MyList,Reactome Gene Sets,6,R-HSA-69002,DNA Replication Pre-Initiation,,-2.8,13,5.7,30284,137,52,3,5.8,3.2,8340|11065|51053,H2BC13|UBE2C|GMNN,-1.1
MyList,GO Biological Processes,19,GO:0051053,negative regulation of DNA metabolic process,19_GO:0048519 negative regulation of biological process,-2.8,13,5.7,30284,138,52,3,5.8,3.2,3009|5347|51053,H1-5|PLK1|GMNN,-1.1
MyList,KEGG Pathway,24,hsa04114,Oocyte meiosis,,-2.8,13,5.7,30284,139,52,3,5.8,3.2,991|5347|9232,CDC20|PLK1|PTTG1,-1.1
MyList,GO Biological Processes,19,GO:0034728,nucleosome organization,19_GO:0009987 cellular process,-2.7,12,5.6,30284,140,52,3,5.8,3.2,3009|3148|8340,H1-5|HMGB2|H2BC13,-1
MyList,Reactome Gene Sets,6,R-HSA-9609646,HCMV Infection,,-2.7,12,5.6,30284,140,52,3,5.8,3.2,8340|8969|440689,H2BC13|H2AC11|H2BC18,-1
MyList,KEGG Pathway,24,hsa05322,Systemic lupus erythematosus,,-2.7,12,5.6,30284,141,52,3,5.8,3.2,8340|8969|440689,H2BC13|H2AC11|H2BC18,-1
MyList,GO Biological Processes,19,GO:0022411,cellular component disassembly,19_GO:0009987 cellular process,-2.7,7.6,4.8,30284,305,52,4,7.7,3.7,5347|11004|23306|146909,PLK1|KIF2C|NEMP1|KIF18B,-1
MyList,GO Biological Processes,19,GO:0000018,regulation of DNA recombination,19_GO:0050789 regulation of biological process,-2.7,12,5.6,30284,142,52,3,5.8,3.2,3009|3838|5347,H1-5|KPNA2|PLK1,-1
MyList,Reactome Gene Sets,6,R-HSA-5693532,DNA Double-Strand Break Repair,,-2.7,12,5.6,30284,143,52,3,5.8,3.2,890|3838|8340,CCNA2|KPNA2|H2BC13,-1
MyList,Reactome Gene Sets,6,R-HSA-983231,Factors involved in megakaryocyte development and platelet production,,-2.7,12,5.4,30284,150,52,3,5.8,3.2,9585|11004|146909,KIF20B|KIF2C|KIF18B,-0.97
MyList,GO Biological Processes,19,GO:0030162,regulation of proteolysis,19_GO:0050789 regulation of biological process,-2.6,5.4,4.3,30284,538,52,5,9.6,4.1,332|857|991|5347|7018,BIRC5|CAV1|CDC20|PLK1|TF,-0.96
MyList,GO Biological Processes,19,GO:0006511,ubiquitin-dependent protein catabolic process,19_GO:0009987 cellular process,-2.6,5.3,4.2,30284,546,52,5,9.6,4.1,991|8835|9928|11065|29128,CDC20|SOCS2|KIF14|UBE2C|UHRF1,-0.93
MyList,GO Biological Processes,19,GO:0019941,modification-dependent protein catabolic process,19_GO:0009987 cellular process,-2.6,5.2,4.2,30284,557,52,5,9.6,4.1,991|8835|9928|11065|29128,CDC20|SOCS2|KIF14|UBE2C|UHRF1,-0.89
MyList,GO Biological Processes,19,GO:0043632,modification-dependent macromolecule catabolic process,19_GO:0009987 cellular process,-2.6,5.2,4.1,30284,562,52,5,9.6,4.1,991|8835|9928|11065|29128,CDC20|SOCS2|KIF14|UBE2C|UHRF1,-0.88
MyList,GO Biological Processes,19,GO:0070507,regulation of microtubule cytoskeleton organization,19_GO:0050789 regulation of biological process,-2.5,11,5.1,30284,166,52,3,5.8,3.2,5347|10460|22974,PLK1|TACC3|TPX2,-0.85
MyList,GO Biological Processes,19,GO:2000058,regulation of ubiquitin-dependent protein catabolic process,19_GO:0050789 regulation of biological process,-2.5,10,5,30284,172,52,3,5.8,3.2,991|5347|7018,CDC20|PLK1|TF,-0.81
MyList,GO Biological Processes,19,GO:0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,19_GO:0009987 cellular process,-2.4,6.4,4.3,30284,365,52,4,7.7,3.7,991|8835|9928|11065,CDC20|SOCS2|KIF14|UBE2C,-0.77
MyList,GO Biological Processes,19,GO:0045859,regulation of protein kinase activity,19_GO:0050789 regulation of biological process,-2.4,6.3,4.3,30284,369,52,4,7.7,3.7,1894|5347|9928|22974,ECT2|PLK1|KIF14|TPX2,-0.75
MyList,Reactome Gene Sets,6,R-HSA-6811442,Intra-Golgi and retrograde Golgi-to-ER traffic,,-2.4,9.5,4.8,30284,183,52,3,5.8,3.2,9585|11004|146909,KIF20B|KIF2C|KIF18B,-0.74
MyList,GO Biological Processes,19,GO:0042176,regulation of protein catabolic process,19_GO:0050789 regulation of biological process,-2.4,6.2,4.2,30284,375,52,4,7.7,3.7,857|991|5347|7018,CAV1|CDC20|PLK1|TF,-0.73
MyList,KEGG Pathway,24,hsa05034,Alcoholism,,-2.4,9.3,4.7,30284,188,52,3,5.8,3.2,8340|8969|440689,H2BC13|H2AC11|H2BC18,-0.71
MyList,Reactome Gene Sets,6,R-HSA-8939211,ESR-mediated signaling,,-2.4,9.3,4.7,30284,188,52,3,5.8,3.2,857|3838|8340,CAV1|KPNA2|H2BC13,-0.71
MyList,KEGG Pathway,24,hsa04613,Neutrophil extracellular trap formation,,-2.3,9.1,4.7,30284,193,52,3,5.8,3.2,8340|8969|440689,H2BC13|H2AC11|H2BC18,-0.67
MyList,GO Biological Processes,19,GO:0021543,pallium development,19_GO:0032502 developmental process,-2.3,9,4.6,30284,194,52,3,5.8,3.2,9928|10460|259266,KIF14|TACC3|ASPM,-0.67
MyList,GO Biological Processes,19,GO:0045664,regulation of neuron differentiation,19_GO:0032502 developmental process,-2.3,9,4.6,30284,195,52,3,5.8,3.2,1894|8835|259266,ECT2|SOCS2|ASPM,-0.66
MyList,Reactome Gene Sets,6,R-HSA-157118,Signaling by NOTCH,,-2.3,8.9,4.6,30284,197,52,3,5.8,3.2,8340|9787|10460,H2BC13|DLGAP5|TACC3,-0.65
MyList,GO Biological Processes,19,GO:0043549,regulation of kinase activity,19_GO:0050789 regulation of biological process,-2.3,5.9,4,30284,397,52,4,7.7,3.7,1894|5347|9928|22974,ECT2|PLK1|KIF14|TPX2,-0.65
MyList,GO Biological Processes,19,GO:0001932,regulation of protein phosphorylation,19_GO:0050789 regulation of biological process,-2.3,4.5,3.7,30284,644,52,5,9.6,4.1,857|1894|5347|9928|22974,CAV1|ECT2|PLK1|KIF14|TPX2,-0.64
MyList,GO Biological Processes,19,GO:0034504,protein localization to nucleus,19_GO:0051179 localization,-2.3,8.7,4.6,30284,200,52,3,5.8,3.2,3838|4001|5347,KPNA2|LMNB1|PLK1,-0.64
MyList,GO Biological Processes,19,GO:0050678,regulation of epithelial cell proliferation,19_GO:0050789 regulation of biological process,-2.3,5.7,4,30284,409,52,4,7.7,3.7,857|3148|29128|128239,CAV1|HMGB2|UHRF1|IQGAP3,-0.61
MyList,GO Biological Processes,19,GO:0051603,proteolysis involved in protein catabolic process,19_GO:0009987 cellular process,-2.3,4.4,3.6,30284,666,52,5,9.6,4.1,991|8835|9928|11065|29128,CDC20|SOCS2|KIF14|UBE2C|UHRF1,-0.58
MyList,GO Biological Processes,19,GO:0045860,positive regulation of protein kinase activity,19_GO:0048518 positive regulation of biological process,-2.2,8.3,4.4,30284,210,52,3,5.8,3.2,1894|9928|22974,ECT2|KIF14|TPX2,-0.58
MyList,WikiPathways,27,WP2004,miR targeted genes in lymphocytes,,-2.2,5.5,3.9,30284,424,52,4,7.7,3.7,5347|7298|29128|128239,PLK1|TYMS|UHRF1|IQGAP3,-0.55
MyList,Reactome Gene Sets,6,R-HSA-4839726,Chromatin organization,,-2.2,8.1,4.3,30284,217,52,3,5.8,3.2,8340|8969|440689,H2BC13|H2AC11|H2BC18,-0.55
MyList,Reactome Gene Sets,6,R-HSA-3247509,Chromatin modifying enzymes,,-2.2,8.1,4.3,30284,217,52,3,5.8,3.2,8340|8969|440689,H2BC13|H2AC11|H2BC18,-0.55
MyList,GO Biological Processes,19,GO:0006302,double-strand break repair,19_GO:0050896 response to stimulus,-2.2,7.9,4.3,30284,220,52,3,5.8,3.2,3148|5347|29128,HMGB2|PLK1|UHRF1,-0.53
MyList,GO Biological Processes,19,GO:0000165,MAPK cascade,19_GO:0050896 response to stimulus,-2.2,7.9,4.3,30284,221,52,3,5.8,3.2,857|7018|128239,CAV1|TF|IQGAP3,-0.53
MyList,Reactome Gene Sets,6,R-HSA-9824446,Viral Infection Pathways,,-2.2,4.2,3.5,30284,692,52,5,9.6,4.1,857|3838|8340|8969|440689,CAV1|KPNA2|H2BC13|H2AC11|H2BC18,-0.52
MyList,GO Biological Processes,19,GO:0033674,positive regulation of kinase activity,19_GO:0048518 positive regulation of biological process,-2.2,7.8,4.2,30284,223,52,3,5.8,3.2,1894|9928|22974,ECT2|KIF14|TPX2,-0.52
MyList,KEGG Pathway,24,hsa05166,Human T-cell leukemia virus 1 infection,,-2.2,7.8,4.2,30284,224,52,3,5.8,3.2,890|991|9232,CCNA2|CDC20|PTTG1,-0.51
MyList,KEGG Pathway,24,hsa04820,Cytoskeleton in muscle cells,,-2.1,7.5,4.1,30284,232,52,3,5.8,3.2,3672|3930|4001,ITGA1|LBR|LMNB1,-0.47
MyList,GO Biological Processes,19,GO:0010498,proteasomal protein catabolic process,19_GO:0009987 cellular process,-2.1,5.1,3.7,30284,454,52,4,7.7,3.7,991|8835|9928|11065,CDC20|SOCS2|KIF14|UBE2C,-0.46
MyList,Reactome Gene Sets,6,R-HSA-9006931,Signaling by Nuclear Receptors,,-2,6.9,3.9,30284,253,52,3,5.8,3.2,857|3838|8340,CAV1|KPNA2|H2BC13,-0.37
MyList,GO Biological Processes,19,GO:0061024,membrane organization,19_GO:0009987 cellular process,-2,3.8,3.3,30284,764,52,5,9.6,4.1,857|4001|5347|23306|55165,CAV1|LMNB1|PLK1|NEMP1|CEP55,-0.35
MyList_MCODE_ALL,GO Biological Processes,19,GO:0051301,cell division,19_GO:0009987 cellular process,-15,41,20,30284,522,14,10,71,12,332|890|991|1894|5347|9585|9928|11004|54443|146909,BIRC5|CCNA2|CDC20|ECT2|PLK1|KIF20B|KIF14|KIF2C|ANLN|KIF18B,-12
MyList_MCODE_ALL,GO Biological Processes,19,GO:1903047,mitotic cell cycle process,19_GO:0009987 cellular process,-13,37,18,30284,523,14,9,64,13,332|890|991|1894|5347|9928|11004|54443|146909,BIRC5|CCNA2|CDC20|ECT2|PLK1|KIF14|KIF2C|ANLN|KIF18B,-9.6
MyList_MCODE_ALL,GO Biological Processes,19,GO:0000278,mitotic cell cycle,19_GO:0009987 cellular process,-12,32,17,30284,603,14,9,64,13,332|890|991|1894|5347|9928|11004|54443|146909,BIRC5|CCNA2|CDC20|ECT2|PLK1|KIF14|KIF2C|ANLN|KIF18B,-9.1
MyList_MCODE_ALL,GO Biological Processes,19,GO:0010564,regulation of cell cycle process,19_GO:0050789 regulation of biological process,-11,25,15,30284,776,14,9,64,13,332|991|1894|4288|5347|9585|9928|11004|54443,BIRC5|CDC20|ECT2|MKI67|PLK1|KIF20B|KIF14|KIF2C|ANLN,-8.1
MyList_MCODE_ALL,GO Biological Processes,19,GO:0000070,mitotic sister chromatid segregation,19_GO:0009987 cellular process,-11,91,23,30284,142,14,6,43,13,332|991|5347|9928|11004|146909,BIRC5|CDC20|PLK1|KIF14|KIF2C|KIF18B,-7.7
MyList_MCODE_ALL,GO Biological Processes,19,GO:0000819,sister chromatid segregation,19_GO:0009987 cellular process,-10,89,23,30284,146,14,6,43,13,332|991|5347|9928|11004|146909,BIRC5|CDC20|PLK1|KIF14|KIF2C|KIF18B,-7.6
MyList_MCODE_ALL,GO Biological Processes,19,GO:0007059,chromosome segregation,19_GO:0009987 cellular process,-10,45,17,30284,335,14,7,50,13,332|991|4288|5347|9928|11004|146909,BIRC5|CDC20|MKI67|PLK1|KIF14|KIF2C|KIF18B,-7.4
MyList_MCODE_ALL,GO Biological Processes,19,GO:0140014,mitotic nuclear division,19_GO:0009987 cellular process,-10,77,21,30284,168,14,6,43,13,332|991|5347|9928|11004|146909,BIRC5|CDC20|PLK1|KIF14|KIF2C|KIF18B,-7.3
MyList_MCODE_ALL,GO Biological Processes,19,GO:0051302,regulation of cell division,19_GO:0050789 regulation of biological process,-9.8,68,20,30284,190,14,6,43,13,332|1894|5347|9585|9928|146909,BIRC5|ECT2|PLK1|KIF20B|KIF14|KIF18B,-7
MyList_MCODE_ALL,GO Biological Processes,19,GO:0032465,regulation of cytokinesis,19_GO:0050789 regulation of biological process,-9.3,1.1e+02,24,30284,95,14,5,36,13,332|1894|5347|9585|9928,BIRC5|ECT2|PLK1|KIF20B|KIF14,-6.6
MyList_MCODE_ALL,GO Biological Processes,19,GO:0098813,nuclear chromosome segregation,19_GO:0009987 cellular process,-9.2,55,18,30284,234,14,6,43,13,332|991|5347|9928|11004|146909,BIRC5|CDC20|PLK1|KIF14|KIF2C|KIF18B,-6.5
MyList_MCODE_ALL,GO Biological Processes,19,GO:0051276,chromosome organization,19_GO:0009987 cellular process,-8.9,30,14,30284,511,14,7,50,13,332|991|3009|5347|9928|11004|146909,BIRC5|CDC20|H1-5|PLK1|KIF14|KIF2C|KIF18B,-6.3
MyList_MCODE_ALL,GO Biological Processes,19,GO:0007346,regulation of mitotic cell cycle,19_GO:0050789 regulation of biological process,-8.8,28,14,30284,533,14,7,50,13,332|991|4288|5347|9585|9928|54443,BIRC5|CDC20|MKI67|PLK1|KIF20B|KIF14|ANLN,-6.2
MyList_MCODE_ALL,GO Biological Processes,19,GO:0007088,regulation of mitotic nuclear division,19_GO:0050789 regulation of biological process,-8.7,89,21,30284,121,14,5,36,13,332|991|4288|5347|9585,BIRC5|CDC20|MKI67|PLK1|KIF20B,-6.2
MyList_MCODE_ALL,GO Biological Processes,19,GO:0051983,regulation of chromosome segregation,19_GO:0050789 regulation of biological process,-8.5,79,20,30284,137,14,5,36,13,332|991|4288|5347|11004,BIRC5|CDC20|MKI67|PLK1|KIF2C,-5.9
MyList_MCODE_ALL,GO Biological Processes,19,GO:0000280,nuclear division,19_GO:0009987 cellular process,-8.4,41,15,30284,320,14,6,43,13,332|991|5347|9928|11004|146909,BIRC5|CDC20|PLK1|KIF14|KIF2C|KIF18B,-5.9
MyList_MCODE_ALL,Reactome Gene Sets,6,R-HSA-194315,Signaling by Rho GTPases,,-8.4,25,13,30284,605,14,7,50,13,991|1894|4001|5347|9928|11004|54443,CDC20|ECT2|LMNB1|PLK1|KIF14|KIF2C|ANLN,-5.9
MyList_MCODE_ALL,Reactome Gene Sets,6,R-HSA-9716542,"Signaling by Rho GTPases, Miro GTPases and RHOBTB3",,-8.4,24,13,30284,619,14,7,50,13,991|1894|4001|5347|9928|11004|54443,CDC20|ECT2|LMNB1|PLK1|KIF14|KIF2C|ANLN,-5.8
MyList_MCODE_ALL,GO Biological Processes,19,GO:0051783,regulation of nuclear division,19_GO:0050789 regulation of biological process,-8.3,74,19,30284,147,14,5,36,13,332|991|4288|5347|9585,BIRC5|CDC20|MKI67|PLK1|KIF20B,-5.8
MyList_MCODE_ALL,GO Biological Processes,19,GO:0048285,organelle fission,19_GO:0009987 cellular process,-8.2,37,15,30284,348,14,6,43,13,332|991|5347|9928|11004|146909,BIRC5|CDC20|PLK1|KIF14|KIF2C|KIF18B,-5.7
MyList_MCODE_ALL,GO Biological Processes,19,GO:0032467,positive regulation of cytokinesis,19_GO:0048518 positive regulation of biological process,-8.2,1.7e+02,26,30284,51,14,4,29,12,332|1894|9585|9928,BIRC5|ECT2|KIF20B|KIF14,-5.6
MyList_MCODE_ALL,GO Biological Processes,19,GO:1903490,positive regulation of mitotic cytokinesis,19_GO:0048518 positive regulation of biological process,-7.6,5e+02,39,30284,13,14,3,21,11,332|1894|9585,BIRC5|ECT2|KIF20B,-5.2
MyList_MCODE_ALL,GO Biological Processes,19,GO:1902412,regulation of mitotic cytokinesis,19_GO:0050789 regulation of biological process,-7.4,4.1e+02,35,30284,16,14,3,21,11,332|1894|9585,BIRC5|ECT2|KIF20B,-5
MyList_MCODE_ALL,GO Biological Processes,19,GO:0000281,mitotic cytokinesis,19_GO:0009987 cellular process,-7.2,97,20,30284,89,14,4,29,12,332|1894|5347|54443,BIRC5|ECT2|PLK1|ANLN,-4.8
MyList_MCODE_ALL,GO Biological Processes,19,GO:0051781,positive regulation of cell division,19_GO:0048518 positive regulation of biological process,-7,87,19,30284,99,14,4,29,12,332|1894|9585|9928,BIRC5|ECT2|KIF20B|KIF14,-4.7
MyList_MCODE_ALL,GO Biological Processes,19,GO:0090068,positive regulation of cell cycle process,19_GO:0048518 positive regulation of biological process,-7,40,14,30284,273,14,5,36,13,332|991|1894|9585|9928,BIRC5|CDC20|ECT2|KIF20B|KIF14,-4.6
MyList_MCODE_ALL,GO Biological Processes,19,GO:0061640,cytoskeleton-dependent cytokinesis,19_GO:0009987 cellular process,-6.7,74,17,30284,117,14,4,29,12,332|1894|5347|54443,BIRC5|ECT2|PLK1|ANLN,-4.4
MyList_MCODE_ALL,GO Biological Processes,19,GO:0000910,cytokinesis,19_GO:0009987 cellular process,-6.7,73,17,30284,119,14,4,29,12,332|1894|5347|54443,BIRC5|ECT2|PLK1|ANLN,-4.4
MyList_MCODE_ALL,GO Biological Processes,19,GO:0071174,mitotic spindle checkpoint signaling,19_GO:0048519 negative regulation of biological process,-6.5,2.2e+02,25,30284,30,14,3,21,11,332|991|5347,BIRC5|CDC20|PLK1,-4.3
MyList_MCODE_ALL,GO Biological Processes,19,GO:0071173,spindle assembly checkpoint signaling,19_GO:0048519 negative regulation of biological process,-6.5,2.2e+02,25,30284,30,14,3,21,11,332|991|5347,BIRC5|CDC20|PLK1,-4.3
MyList_MCODE_ALL,GO Biological Processes,19,GO:0007094,mitotic spindle assembly checkpoint signaling,19_GO:0048519 negative regulation of biological process,-6.5,2.2e+02,25,30284,30,14,3,21,11,332|991|5347,BIRC5|CDC20|PLK1,-4.3
MyList_MCODE_ALL,GO Biological Processes,19,GO:0045787,positive regulation of cell cycle,19_GO:0048518 positive regulation of biological process,-6.5,32,12,30284,343,14,5,36,13,332|991|1894|9585|9928,BIRC5|CDC20|ECT2|KIF20B|KIF14,-4.3
MyList_MCODE_ALL,GO Biological Processes,19,GO:0031577,spindle checkpoint signaling,19_GO:0048519 negative regulation of biological process,-6.5,2.1e+02,25,30284,31,14,3,21,11,332|991|5347,BIRC5|CDC20|PLK1,-4.2
MyList_MCODE_ALL,GO Biological Processes,19,GO:0033046,negative regulation of sister chromatid segregation,19_GO:0048519 negative regulation of biological process,-6.4,2e+02,24,30284,33,14,3,21,11,332|991|5347,BIRC5|CDC20|PLK1,-4.2
MyList_MCODE_ALL,GO Biological Processes,19,GO:0045841,negative regulation of mitotic metaphase/anaphase transition,19_GO:0048519 negative regulation of biological process,-6.4,2e+02,24,30284,33,14,3,21,11,332|991|5347,BIRC5|CDC20|PLK1,-4.2
MyList_MCODE_ALL,GO Biological Processes,19,GO:0033048,negative regulation of mitotic sister chromatid segregation,19_GO:0048519 negative regulation of biological process,-6.4,2e+02,24,30284,33,14,3,21,11,332|991|5347,BIRC5|CDC20|PLK1,-4.2
MyList_MCODE_ALL,GO Biological Processes,19,GO:2000816,negative regulation of mitotic sister chromatid separation,19_GO:0048519 negative regulation of biological process,-6.4,2e+02,24,30284,33,14,3,21,11,332|991|5347,BIRC5|CDC20|PLK1,-4.2
MyList_MCODE_ALL,GO Biological Processes,19,GO:1901990,regulation of mitotic cell cycle phase transition,19_GO:0050789 regulation of biological process,-6.3,29,12,30284,371,14,5,36,13,332|991|5347|9928|54443,BIRC5|CDC20|PLK1|KIF14|ANLN,-4.1
MyList_MCODE_ALL,GO Biological Processes,19,GO:1905819,negative regulation of chromosome separation,19_GO:0048519 negative regulation of biological process,-6.3,1.9e+02,23,30284,35,14,3,21,11,332|991|5347,BIRC5|CDC20|PLK1,-4.1
MyList_MCODE_ALL,GO Biological Processes,19,GO:1902100,negative regulation of metaphase/anaphase transition of cell cycle,19_GO:0048519 negative regulation of biological process,-6.3,1.9e+02,23,30284,35,14,3,21,11,332|991|5347,BIRC5|CDC20|PLK1,-4.1
MyList_MCODE_ALL,GO Biological Processes,19,GO:0051985,negative regulation of chromosome segregation,19_GO:0048519 negative regulation of biological process,-6.3,1.8e+02,23,30284,36,14,3,21,11,332|991|5347,BIRC5|CDC20|PLK1,-4.1
MyList_MCODE_ALL,GO Biological Processes,19,GO:0044770,cell cycle phase transition,19_GO:0009987 cellular process,-6.2,54,15,30284,159,14,4,29,12,332|890|991|5347,BIRC5|CCNA2|CDC20|PLK1,-4
MyList_MCODE_ALL,Canonical Pathways,11,M176,PID FOXM1 PATHWAY,,-6.1,1.6e+02,22,30284,40,14,3,21,11,332|890|5347,BIRC5|CCNA2|PLK1,-4
MyList_MCODE_ALL,GO Biological Processes,19,GO:0045839,negative regulation of mitotic nuclear division,19_GO:0048519 negative regulation of biological process,-6.1,1.6e+02,22,30284,41,14,3,21,11,332|991|5347,BIRC5|CDC20|PLK1,-3.9
MyList_MCODE_ALL,GO Biological Processes,19,GO:0051656,establishment of organelle localization,19_GO:0051179 localization,-6,25,11,30284,425,14,5,36,13,332|4001|5347|9928|11004,BIRC5|LMNB1|PLK1|KIF14|KIF2C,-3.9
MyList_MCODE_ALL,Canonical Pathways,11,M129,PID PLK1 PATHWAY,,-5.9,1.4e+02,20,30284,46,14,3,21,11,991|1894|5347,CDC20|ECT2|PLK1,-3.8
MyList_MCODE_ALL,GO Biological Processes,19,GO:0051784,negative regulation of nuclear division,19_GO:0048519 negative regulation of biological process,-5.9,1.4e+02,20,30284,47,14,3,21,11,332|991|5347,BIRC5|CDC20|PLK1,-3.8
MyList_MCODE_ALL,Reactome Gene Sets,6,R-HSA-68882,Mitotic Anaphase,,-5.9,47,13,30284,186,14,4,29,12,991|4001|5347|11004,CDC20|LMNB1|PLK1|KIF2C,-3.8
MyList_MCODE_ALL,Reactome Gene Sets,6,R-HSA-2555396,Mitotic Metaphase and Anaphase,,-5.9,46,13,30284,187,14,4,29,12,991|4001|5347|11004,CDC20|LMNB1|PLK1|KIF2C,-3.8
MyList_MCODE_ALL,GO Biological Processes,19,GO:0000086,G2/M transition of mitotic cell cycle,19_GO:0009987 cellular process,-5.8,1.3e+02,20,30284,50,14,3,21,11,332|890|5347,BIRC5|CCNA2|PLK1,-3.7
MyList_MCODE_ALL,KEGG Pathway,24,hsa04814,Motor proteins,,-5.8,44,13,30284,197,14,4,29,12,9585|9928|11004|146909,KIF20B|KIF14|KIF2C|KIF18B,-3.7
MyList_MCODE_ALL,Reactome Gene Sets,6,R-HSA-69278,"Cell Cycle, Mitotic",,-5.8,23,10,30284,475,14,5,36,13,890|991|4001|5347|11004,CCNA2|CDC20|LMNB1|PLK1|KIF2C,-3.7
MyList_MCODE_ALL,GO Biological Processes,19,GO:1901987,regulation of cell cycle phase transition,19_GO:0050789 regulation of biological process,-5.8,23,10,30284,480,14,5,36,13,332|991|5347|9928|54443,BIRC5|CDC20|PLK1|KIF14|ANLN,-3.7
MyList_MCODE_ALL,Reactome Gene Sets,6,R-HSA-983189,Kinesins,,-5.7,1.2e+02,19,30284,54,14,3,21,11,9585|11004|146909,KIF20B|KIF2C|KIF18B,-3.6
MyList_MCODE_ALL,GO Biological Processes,19,GO:0044839,cell cycle G2/M phase transition,19_GO:0009987 cellular process,-5.7,1.2e+02,19,30284,55,14,3,21,11,332|890|5347,BIRC5|CCNA2|PLK1,-3.6
MyList_MCODE_ALL,Reactome Gene Sets,6,R-HSA-176814,Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins,,-5.7,1.2e+02,19,30284,55,14,3,21,11,890|991|5347,CCNA2|CDC20|PLK1,-3.6
MyList_MCODE_ALL,Reactome Gene Sets,6,R-HSA-176408,Regulation of APC/C activators between G1/S and early anaphase,,-5.6,1.1e+02,18,30284,57,14,3,21,11,890|991|5347,CCNA2|CDC20|PLK1,-3.6
MyList_MCODE_ALL,GO Biological Processes,19,GO:0033047,regulation of mitotic sister chromatid segregation,19_GO:0050789 regulation of biological process,-5.6,1.1e+02,18,30284,58,14,3,21,11,332|991|5347,BIRC5|CDC20|PLK1,-3.6
MyList_MCODE_ALL,GO Biological Processes,19,GO:0010965,regulation of mitotic sister chromatid separation,19_GO:0050789 regulation of biological process,-5.5,1e+02,18,30284,62,14,3,21,11,332|991|5347,BIRC5|CDC20|PLK1,-3.5
MyList_MCODE_ALL,Reactome Gene Sets,6,R-HSA-174143,APC/C-mediated degradation of cell cycle proteins,,-5.5,1e+02,17,30284,63,14,3,21,11,890|991|5347,CCNA2|CDC20|PLK1,-3.5
MyList_MCODE_ALL,Reactome Gene Sets,6,R-HSA-453276,Regulation of mitotic cell cycle,,-5.5,1e+02,17,30284,63,14,3,21,11,890|991|5347,CCNA2|CDC20|PLK1,-3.5
MyList_MCODE_ALL,GO Biological Processes,19,GO:0051640,organelle localization,19_GO:0051179 localization,-5.5,20,9.5,30284,551,14,5,36,13,332|4001|5347|9928|11004,BIRC5|LMNB1|PLK1|KIF14|KIF2C,-3.4
MyList_MCODE_ALL,Reactome Gene Sets,6,R-HSA-69620,Cell Cycle Checkpoints,,-5.5,37,12,30284,237,14,4,29,12,890|991|5347|11004,CCNA2|CDC20|PLK1|KIF2C,-3.4
MyList_MCODE_ALL,GO Biological Processes,19,GO:0000226,microtubule cytoskeleton organization,19_GO:0009987 cellular process,-5.4,19,9.2,30284,578,14,5,36,13,332|991|5347|11004|146909,BIRC5|CDC20|PLK1|KIF2C|KIF18B,-3.4
