Name	DESCRIPTION	Control	15c	15c	Control	15an	15a	15an	15a
ENSG00000240579		0	34	0	0	22	10	0	0
SND1-IT1		4	25	0	2	0	18	23	46
LRRC4		23	96	9	35	67	83	55	28
MIR593		0	0	0	12	28	18	2	26
ENSG00000221429		0	0	0	26	0	0	0	0
RBM28		353	755	138	500	911	628	372	396
IMPDH1		599	1697	393	1079	1980	1294	860	823
HILPDA		67	176	38	120	251	192	70	44
METTL2B		219	584	145	237	899	412	369	290
ENSG00000276988		0	30	0	0	14	2	2	21
LINC03072		57	95	18	39	141	75	69	17
ENSG00000242588		117	275	8	167	337	231	180	214
ENSG00000213280		8	11	0	0	0	2	16	10
ENSG00000243302		4	64	40	62	67	94	39	51
ENSG00000230715		0	48	0	32	131	100	10	16
ENSG00000229413		12	33	4	30	22	22	32	22
ENSG00000243679		57	117	12	59	167	191	75	27
ENSG00000271553		0	4	0	0	12	0	0	0
ENSG00000241493		0	0	0	0	0	0	0	0
GARIN1A		0	0	0	0	0	0	0	0
ENSG00000270810		0	0	0	0	0	0	0	0
ENSG00000271344		0	0	0	0	0	0	0	0
IMP3P2		0	0	0	0	0	0	0	0
RNA5SP242		6	4	4	5	22	0	0	2
GARIN1B		0	0	0	0	0	0	0	0
CALU		1080	2933	589	1313	3691	1928	2002	1730
RN7SL81P		0	0	0	12	1	12	48	14
OPN1SW		8	0	20	6	34	10	36	30
CCDC136		4	4	0	50	0	47	1	0
FLNC		144	333	67	484	365	422	95	318
KCP		26	94	18	31	70	111	16	105
ATP6V1F		100	215	112	188	427	285	158	169
SPMIP1		12	16	0	17	19	6	3	45
ENSG00000224163		0	0	0	0	0	0	0	0
IRF5		18	8	10	18	38	42	10	15
ENSG00000275106		0	10	0	0	0	0	0	8
TNPO3		501	1455	302	740	1932	871	828	840
RN7SL306P		0	0	0	14	5	0	0	0
ODCP		0	8	32	0	28	8	20	26
ENSG00000230626		24	14	3	1	9	1	0	4
TSPAN33		89	489	139	251	828	437	255	154
SMO		0	7	0	0	50	0	10	10
AHCYL2		157	335	104	169	419	114	160	140
CDC26P1		9	1	0	27	18	2	1	3
STRIP2		256	397	95	240	741	508	217	337
SMKR1		0	0	0	0	0	0	4	0
ENSG00000273329		22	102	36	32	122	77	62	40
NRF1		104	152	16	143	199	169	95	114
MIR182		0	3	0	10	0	0	0	0
MIR96		0	0	0	0	0	0	9	0
MIR183		0	0	0	2	2	0	0	0
ENSG00000242078		0	0	0	0	0	2	0	0
UBE2H		1109	3173	853	1462	5148	2711	2258	1927
ZC3HC1		84	250	41	128	361	170	118	86
RNA5SP245		0	0	0	0	10	0	0	0
KLHDC10		153	372	126	280	775	394	367	213
LINC03008		0	0	0	4	0	0	0	0
TMEM209		147	150	24	108	259	263	173	96
ENSG00000240571		0	0	0	0	0	0	0	0
CPA4		0	0	0	0	0	0	0	0
CPA5		0	0	0	0	0	0	0	0
CPA1		0	0	0	0	0	0	0	0
CEP41		0	109	52	48	261	126	50	67
MEST		6	61	3	39	69	36	47	14
ENSG00000270823		0	0	0	4	0	0	0	0
COPG2		87	118	18	115	197	114	68	32
ENSG00000270953		0	0	0	0	0	0	0	0
TSGA13		0	0	0	0	0	0	2	0
KLF14		0	0	0	0	0	0	0	0
ENSG00000271522		0	0	0	0	0	0	0	0
ENSG00000232716		0	0	0	0	2	0	0	0
LINC00513		2	88	6	38	140	6	95	60
ENSG00000226380		110	131	58	40	149	79	51	93
ENSG00000271204		26	121	2	6	74	28	11	18
ENSG00000273319		114	192	22	134	153	90	247	176
LINC-PINT		139	410	38	248	420	234	244	236
RNU6-1010P		4	8	0	0	5	0	28	0
MKLN1		407	936	166	579	1034	687	673	549
ENSG00000233287		0	2	0	2	0	0	0	6
MKLN1-AS		10	9	0	35	31	42	41	2
ENSG00000273489		14	4	0	0	0	0	18	0
PODXL		0	184	49	84	147	141	38	49
RPL31P36		0	0	0	0	0	0	0	0
EEF1B2P6		6	5	11	0	5	1	4	0
ENSG00000236238		0	0	0	0	0	0	0	0
NDUFB9P2		0	0	0	0	1	0	0	0
CAPZA1P4		0	0	0	0	0	0	0	0
ENSG00000236386		0	0	0	0	0	0	0	0
ENSG00000224865		0	0	0	0	0	0	0	0
PLXNA4		0	0	0	0	0	0	0	0
CHCHD3		391	731	196	461	1217	566	485	516
ENSG00000227197		0	0	0	2	0	0	0	2
ST13P7		0	16	0	2	46	12	12	16
EXOC4		272	649	170	356	1231	597	417	326
MIR6133		0	0	0	0	0	0	0	0
ENSG00000235429		0	0	0	0	0	0	8	0
COX5BP3		0	0	0	0	0	6	0	4
RPS3AP27		0	10	0	0	12	6	6	0
LRGUK		17	0	0	18	18	11	11	18
ENSG00000231098		0	0	0	2	0	0	0	0
SLC35B4		191	355	159	335	873	523	303	254
LINC03060		16	20	28	24	57	54	21	34
AKR1B1		2462	9136	2167	3400	14369	7323	7522	4898
AKR1B10		6409	8595	3464	8915	19225	13101	5423	6016
AKR1B15		270	510	102	203	827	528	431	294
BPGM		52	102	28	107	166	96	72	131
CALD1		585	980	339	723	1413	853	604	582
AGBL3		12	4	19	2	96	18	4	0
CYREN		143	212	119	176	431	422	325	191
TMEM140		46	253	62	112	448	211	266	151
ENSG00000272941		0	43	0	0	22	19	0	15
WDR91		140	286	117	124	263	209	172	156
ENSG00000231794		11	0	0	0	0	4	0	0
STRA8		16	0	0	0	0	0	0	0
CNOT4		96	289	58	200	385	209	261	148
SDHDP2		0	0	2	0	0	0	1	0
NUP205		487	569	233	451	1370	756	473	510
ENSG00000271414		4	0	0	0	0	0	0	0
STMP1		224	277	118	177	618	357	167	153
RNU6-1154P		0	4	0	6	0	5	12	0
SLC13A4		82	176	29	64	93	68	104	26
FAM180A		0	0	0	0	2	0	0	0
ENSG00000224746		16	0	0	6	10	0	0	6
MTPN		671	1444	373	910	2725	1555	877	842
ENSG00000230649		0	10	0	0	0	0	0	19
ENSG00000232053		0	0	0	0	0	0	0	0
TRPC6P8		0	0	0	0	0	0	0	0
ENSG00000234352		0	0	0	0	0	0	0	2
KRT8P51		0	0	0	0	2	0	0	0
PTN		0	0	0	0	0	0	0	0
ENSG00000231114		0	0	0	0	0	0	0	0
DGKI		0	0	0	0	0	2	0	0
ENSG00000279483		77	122	55	209	387	222	201	135
RPL6P19		30	52	16	36	18	31	14	6
CREB3L2		694	1950	424	890	2664	1064	1338	1115
CREB3L2-AS1		0	0	0	32	0	0	0	0
AKR1D1		6	0	0	0	0	0	0	0
ENSG00000221558		0	0	0	0	0	0	0	0
RCC2P3		0	0	0	0	0	0	0	0
ENSG00000252820		0	0	0	0	0	0	0	0
ENSG00000201465		0	0	0	0	0	0	0	0
ENSG00000213238		0	0	0	0	0	0	0	0
TRIM24		220	216	47	341	340	286	279	216
RPS3AP28		22	0	0	0	0	0	0	0
SVOPL		0	0	0	0	0	0	0	0
RPL17P27		0	0	0	0	0	0	0	0
ATP6V0A4		0	0	0	0	12	0	0	0
KIAA1549		102	224	42	192	499	261	171	122
RNU6-1272P		0	0	0	0	0	0	0	10
ZC3HAV1L		262	427	88	194	617	480	291	137
ZC3HAV1		252	666	225	516	951	756	545	543
RPL17P28		0	24	0	0	0	0	0	4
IFT56		76	142	0	96	83	105	39	30
MSL3P2		0	0	0	0	2	10	0	0
UBN2		148	551	183	278	1008	375	484	329
FMC1		19	27	21	9	60	13	6	6
LUC7L2		230	396	183	431	742	402	306	190
ENSG00000273391		2	29	13	0	6	2	0	0
HIPK2		2289	6199	1528	3445	12417	5050	5141	3488
TBXAS1		205	437	72	205	787	326	392	180
PARP12		74	255	48	138	282	165	188	115
KDM7A		109	244	46	97	381	152	174	47
KDM7A-DT		4	0	0	0	70	49	28	0
SLC37A3		139	454	64	161	431	231	326	198
RNA5SP247		0	1	0	0	0	0	0	0
RNA5SP248		2	0	0	0	0	0	0	0
ENSG00000103200		4	0	0	0	0	0	0	0
MKRN1		445	794	260	570	1321	714	609	539
DENND2A		0	0	0	0	0	0	1	0
ENSG00000201354		0	0	0	0	0	0	0	0
ADCK2		154	267	62	92	602	180	123	123
NDUFB2		80	199	111	128	402	130	106	188
NDUFB2-AS1		0	2	0	0	0	0	25	0
BRAF		153	350	35	92	467	174	143	111
ENSG00000273081		0	0	0	12	0	0	0	0
MRPS33		59	112	43	89	259	165	63	98
TMEM178B		0	0	0	0	0	0	0	0
NDUFB10P2		0	0	0	0	0	0	0	0
AGK		32	41	14	17	114	94	40	19
DENND11		1	30	10	5	11	5	2	0
ENSG00000270157		0	0	0	0	1	2	0	0
SSBP1		159	99	111	175	414	326	175	187
TAS2R3		0	22	8	6	43	12	0	10
TAS2R4		20	69	0	4	36	50	56	12
TAS2R6P		0	0	0	0	9	0	0	0
TAS2R5		0	12	0	0	9	0	0	24
MTCO1P55		0	2	0	0	2	0	6	0
MTND2P5		0	15	0	0	10	0	0	0
MTND1P3		0	0	0	0	0	0	4	0
OR9A3P		0	0	0	0	0	0	2	0
MGAM		0	0	0	0	0	0	0	0
OR9N1P		0	0	9	0	0	0	0	0
TRBV8-2		0	0	0	0	0	0	0	0
TRBV7-4		0	0	0	0	0	0	0	0
TRBJ2-7		10	0	0	0	0	0	0	0
TRBV30		0	0	0	0	0	4	0	0
EPHB6		19	58	47	63	179	144	63	48
TAS2R40		0	0	0	0	0	8	0	0
GSTK1		284	702	243	315	1266	570	373	401
TMEM139		72	102	10	57	159	101	38	55
CASP2		200	386	110	231	589	381	177	224
RN7SL535P		28	0	0	0	0	30	0	0
RN7SL481P		2	0	0	7	0	17	0	12
CLCN1		0	0	0	0	0	0	0	6
FAM131B		187	36	4	131	38	50	94	41
FAM131B-AS1		2	0	0	0	0	0	0	0
FAM131B-AS2		28	32	0	59	72	34	22	28
ZYX		1006	2202	588	1702	2767	1587	1311	948
MIR6892		4	4	0	4	12	4	10	0
EPHA1		2	62	0	0	26	27	36	2
EPHA1-AS1		0	0	0	0	0	0	0	0
TAS2R60		0	0	0	0	0	0	0	0
TCAF1P1		13	79	10	31	88	110	29	49
TCAF2		3	0	0	1	8	0	10	0
CTAGE6		0	6	0	0	0	0	0	0
ENSG00000253882		0	0	0	0	0	5	0	1
TCAF2P1		2	0	0	1	0	0	10	0
TCAF1		285	356	123	363	664	376	325	283
OR2A15P		0	0	0	0	0	0	0	5
OR2A14		0	0	0	0	10	0	0	2
OR2A13P		2	0	0	6	0	0	0	0
OR2A3P		0	0	0	0	12	0	0	0
ENSG00000225932		1	1	0	0	10	4	2	14
ARHGEF35		65	94	44	171	147	109	91	85
ARHGEF35-AS1		14	36	16	36	21	5	18	20
OR2A42		0	8	0	0	0	0	0	6
OR2A20P		0	4	0	0	1	2	5	0
OR2A1-AS1		13	31	2	26	33	21	54	12
OR2A7		0	8	3	6	14	4	6	26
ENSG00000244693		0	0	0	0	2	0	3	0
ARHGEF34P		144	358	119	187	623	353	220	216
OR2A9P		32	24	7	17	26	0	12	23
OR2A1		0	0	0	0	0	0	0	0
ARHGEF5		139	204	44	148	445	293	171	213
TPK1		10	44	13	4	47	2	16	14
RN7SKP174		0	0	0	0	0	0	2	0
RPL7P59		2	2	0	0	0	0	0	0
ENSG00000226592		0	0	0	0	0	0	0	0
ENSG00000230746		0	0	0	0	0	0	0	0
CNTNAP2		6	0	0	5	0	0	0	0
ENSG00000274118		0	0	0	0	0	2	0	0
ENSG00000273314		1	26	0	0	14	5	4	18
CUL1		232	469	144	305	1026	593	335	278
ENSG00000264918		0	11	7	0	0	3	2	2
EZH2		234	209	44	330	235	150	113	171
RNU7-20P		0	0	0	4	0	0	0	0
ENSG00000275586		0	30	0	17	8	0	18	0
RN7SL569P		0	0	0	0	0	0	0	10
RNY4		10592	17259	3516	7885	22949	11456	9181	6042
RNY3		5413	10173	2111	5139	17758	7774	5329	4304
RNY1		6377	9540	2028	5027	18885	6263	4297	3667
PDIA4		1857	3655	908	2928	5304	3057	2615	2344
ZNF786		72	135	20	117	214	249	30	74
ZNF425		7	12	0	8	89	53	44	38
RN7SL521P		8	0	0	24	18	5	0	2
ZNF398		163	430	70	268	549	215	371	272
ENSG00000239719		1	0	0	0	6	0	0	0
ZNF282		276	968	274	493	1537	876	670	389
ZNF212		206	296	30	198	427	248	121	123
ZNF783		89	136	73	189	352	142	96	48
ENSG00000271664		0	22	0	0	10	8	0	2
ENSG00000244560		38	103	21	5	137	73	110	74
ENSG00000231397		0	0	0	0	0	3	0	0
ENSG00000228151		2	0	0	0	6	0	0	2
ENSG00000261842		0	0	0	0	2	32	0	0
ZNF777		213	296	110	193	546	263	174	196
ZNF746		243	693	204	278	905	838	391	478
ZNF767P		124	129	12	171	243	108	99	109
KRBA1		0	40	0	6	5	3	2	28
ZNF467		0	0	0	0	6	0	0	2
SSPOP		24	41	0	0	8	10	10	16
ZNF862		64	285	75	133	448	177	172	125
ENSG00000280149		28	0	0	4	0	2	6	0
ENSG00000273419		0	0	0	0	0	0	0	15
ATP6V0E2-AS1		0	22	0	0	43	0	0	0
ATP6V0E2		44	251	22	165	307	213	170	197
ENSG00000273293		0	0	0	0	0	0	0	0
ENSG00000279536		0	0	0	0	0	4	0	0
ENSG00000273011		8	0	0	0	0	0	0	0
ENSG00000260555		0	0	0	2	0	0	0	4
ENSG00000241449		0	0	0	0	0	0	2	12
ACTR3C		61	77	54	32	73	42	39	7
LRRC61		22	158	43	180	163	124	62	108
ZBED10P		46	40	8	72	80	68	34	42
RARRES2		54	180	0	163	249	74	74	71
REPIN1-AS1		4	3	5	0	2	8	14	0
REPIN1		1162	1913	607	1630	3338	2090	1580	1177
ZNF775		155	296	88	127	398	259	311	146
ZNF775-AS1		15	14	0	23	8	12	13	7
LINC00996		0	0	0	0	0	0	0	0
GIMAP8		0	0	0	0	0	0	0	0
GIMAP6		0	0	0	0	0	0	0	0
GIMAP2		6	20	0	0	0	10	0	6
GIMAP1		0	0	0	0	0	2	0	0
TMEM176B		0	0	0	0	28	10	0	0
NOS3		24	41	10	20	68	53	40	48
ATG9B		2	8	0	6	10	6	2	0
ABCB8		277	593	136	419	761	563	367	433
ENSG00000243433		0	32	0	0	25	25	9	16
ASIC3		43	75	0	24	8	30	2	32
CDK5		60	401	89	91	209	304	145	127
SLC4A2		1070	2154	753	1511	3310	2128	1380	1303
ENSG00000244151		5	37	14	7	28	0	27	10
FASTK		273	938	276	629	1512	861	763	558
TMUB1		320	902	205	552	1090	828	473	411
AGAP3		735	1835	401	1191	2246	1479	1108	816
ASB10		0	0	0	0	0	0	0	0
ABCF2		281	502	193	485	1058	797	324	408
CHPF2		658	1784	456	772	3017	1317	1506	881
SMARCD3		91	116	66	110	259	154	194	97
ENSG00000243018		0	11	0	0	0	8	0	0
NUB1		256	456	166	304	975	666	465	510
WDR86		2	22	4	6	0	2	16	0
CRYGN		0	0	0	0	0	22	6	0
RN7SL76P		0	24	0	0	0	0	0	0
RHEB		670	995	462	894	2055	1035	645	667
ETF1P2		20	20	0	4	18	20	43	0
PRKAG2		52	261	35	58	307	156	275	100
PRKAG2-AS1		8	43	10	0	17	36	23	2
GALNTL5		1	0	0	0	0	0	0	0
ENSG00000276213		0	0	0	0	0	1	0	26
GALNT11		104	580	149	219	972	400	297	239
ENSG00000229591		0	0	0	0	12	2	0	0
YBX1P4		10	0	0	0	16	8	4	0
KMT2C		733	1724	362	1099	2255	969	1110	957
ENSG00000278435		0	0	0	0	0	26	0	0
ENSG00000270405		0	20	0	0	0	0	0	0
ENSG00000204894		0	0	0	0	0	5	0	16
SEPTIN7P6		4	0	0	2	24	4	4	2
ENSG00000253088		0	0	0	0	6	0	0	0
LINC01003		24	156	14	50	153	149	54	71
ENSG00000199404		0	0	0	0	0	0	0	1
RPL36AP28		0	0	0	6	0	0	0	0
XRCC2		150	242	107	326	275	274	123	199
ACTR3B		34	128	86	80	266	133	59	34
LINC01287		0	0	0	0	0	0	0	0
DPP6		0	0	0	0	0	6	0	0
ENSG00000236408		0	0	0	0	0	0	0	0
PAXIP1-AS2		0	83	0	31	62	68	8	8
PAXIP1		156	203	40	134	244	278	148	124
ENSG00000272760		0	22	0	10	10	18	36	0
ENSG00000273183		0	0	24	0	0	0	18	0
PAXIP1-DT		79	240	95	184	341	219	114	128
ENSG00000278998		0	0	0	0	0	0	0	0
INSIG1-DT		0	0	7	10	34	38	6	6
INSIG1		714	1707	236	781	1433	946	910	879
BLACE		0	2	0	0	0	0	0	0
RBM33-DT		18	77	18	27	76	41	16	25
RBM33		876	1736	339	1029	2002	1285	1155	915
SHH		66	116	27	73	200	71	123	82
ENSG00000204876		4	216	64	30	281	22	174	66
ENSG00000207061		0	0	0	0	1	0	0	0
RNF32-DT		0	74	0	3	36	8	41	20
ENSG00000234450		0	0	0	0	2	6	0	0
RNF32		8	20	2	10	102	8	18	36
LMBR1		320	809	199	443	825	391	560	378
RNU4-31P		0	7	0	0	0	6	0	0
NOM1		329	647	177	286	772	519	411	376
MNX1		18	57	0	23	98	30	34	83
MNX1-AS2		0	0	0	0	0	0	0	6
MNX1-AS1		0	0	0	0	18	2	0	4
UBE3C		626	1429	354	823	2271	1445	1228	807
RPS27AP12		0	0	0	0	0	4	0	0
ENSG00000236018		0	8	4	0	22	8	10	0
ENSG00000229660		4	0	0	0	4	6	4	0
DNAJB6		207	771	210	331	1109	580	664	393
ENSG00000233191		0	0	0	0	22	0	0	0
ENSG00000280266		0	0	0	0	0	0	0	0
PTPRN2		0	0	0	0	0	0	0	0
THAP5P1		0	0	0	0	2	3	0	0
NCAPG2		423	568	143	570	826	600	215	333
ESYT2		760	2531	717	1178	3276	1651	1964	1065
DYNC2I1		161	289	58	223	437	255	275	290
LINC00689		0	0	0	0	2	0	0	0
ENSG00000254193		0	1	0	0	0	0	0	0
ENSG00000253166		0	0	0	0	0	0	0	0
RPL23AP53		2	0	8	0	5	8	0	0
ZNF596		4	20	0	4	8	4	18	30
ENSG00000272812		5	0	1	2	11	20	16	0
FAM87A		0	0	0	0	0	0	1	0
FBXO25		61	333	41	46	266	123	215	159
ENSG00000272293		0	6	0	0	0	0	0	0
ENSG00000279852		0	0	0	0	0	0	0	0
TDRP		0	0	2	16	0	3	11	8
ERICH1		389	458	142	296	775	482	297	298
CLN8		0	0	0	0	0	0	2	2
CLN8-AS1		32	0	0	0	46	14	8	28
ARHGEF10		6	59	14	10	11	76	65	12
MYOM2		0	0	0	0	8	0	0	0
ENSG00000253853		0	0	0	0	0	0	0	0
CSMD1		0	0	0	0	0	0	0	0
PAICSP4		0	9	0	0	3	0	0	0
MCPH1-DT		11	58	21	0	60	20	42	8
MCPH1		67	97	12	58	70	86	116	50
ENSG00000253550		0	0	0	0	0	0	0	0
ANGPT2		12	8	10	0	6	34	32	25
ENSG00000271743		0	0	0	0	0	0	0	0
MCPH1-AS1		0	2	2	0	8	26	16	13
ENSG00000271927		0	0	0	16	0	0	0	0
AGPAT5		182	348	107	262	454	356	162	137
XKR5		0	0	0	0	0	0	0	0
DEFB1		175	53	64	167	184	143	22	119
DEFA10P		0	0	0	0	14	0	0	0
FAM66B		0	0	0	2	71	6	0	14
DEFB109B		0	0	0	2	0	0	0	0
OR7E154P		0	2	0	0	0	0	0	0
FAM66E		0	0	0	0	2	0	0	0
FAM90A12		0	0	0	0	0	0	0	0
ENPP7P1		0	0	0	0	10	0	0	10
ENSG00000268955		2	0	0	0	2	0	18	0
FAM86B3P		39	122	27	82	147	19	17	52
ALG1L13P		22	12	7	5	25	11	5	5
PRAG1		713	1123	444	745	2576	1447	801	792
CLDN23		101	268	44	105	262	132	82	221
MFHAS1		470	921	304	629	1340	988	647	513
ERI1		206	213	208	171	436	221	156	222
MIR4660		0	0	0	4	0	0	0	0
ENSG00000197334		0	0	0	0	0	0	1	0
PPP1R3B		305	447	128	430	472	499	350	166
ENSG00000254340		24	14	10	0	8	6	5	9
ENSG00000253426		0	0	0	0	0	0	7	0
ENSG00000254237		0	0	0	0	0	0	0	0
ENSG00000272267		0	0	0	0	0	0	0	0
TNKS		216	418	183	250	831	365	446	415
ENSG00000253697		1	4	0	6	5	2	1	11
MSRA-DT		0	2	0	0	0	10	0	12
MSRA		51	69	10	81	135	106	41	35
ENSG00000249848		0	0	0	0	0	12	0	0
ENSG00000261451		0	42	0	0	6	16	0	14
LINC03022		0	4	0	0	0	1	0	0
PRSS51		0	0	0	0	0	0	0	0
ENSG00000272505		2	0	0	0	0	21	0	0
PRSS55		0	0	0	0	0	0	0	0
RP1L1		35	76	0	17	78	30	37	29
C8orf74		14	22	0	4	26	0	5	26
RNA5SP252		0	0	0	0	0	0	0	0
SOX7		0	0	0	0	0	0	0	0
ENSG00000248896		0	0	0	0	0	0	0	4
PINX1		9	48	3	25	142	62	46	18
XKR6		0	0	0	0	0	0	0	0
MIR598		0	0	0	0	0	0	0	0
ENSG00000254839		0	0	0	0	0	0	0	0
ENSG00000269918		0	0	0	0	0	0	0	0
ENSG00000255310		0	0	0	0	0	0	0	0
ENSG00000254936		0	0	0	0	0	0	0	0
ENSG00000254556		0	0	0	0	0	0	0	0
ENSG00000280273		8	0	0	0	0	0	0	0
MTMR9		12	78	112	14	76	158	61	25
ENSG00000246477		16	0	0	14	10	10	22	0
TDH		0	0	0	0	2	0	0	0
FAM167A-AS1		0	0	0	0	0	0	0	6
FAM167A		0	24	0	0	24	20	4	4
GATA4		92	241	56	64	434	188	194	192
ENSG00000255394		0	0	8	18	1	12	0	8
NEIL2		96	149	86	188	263	284	93	206
SUB1P1		1	0	0	14	2	10	4	0
FDFT1		1623	2660	806	1976	3153	2668	1271	2106
ENSG00000255046		0	26	2	6	20	6	0	8
CTSB		3363	7930	1831	4855	9702	6154	4834	4504
ENSG00000269899		0	18	0	8	0	23	0	0
FAM66D		0	0	1	0	6	0	0	1
USP17L7		0	0	0	0	0	0	0	0
FAM90A2P		0	0	0	0	0	0	2	0
FAM86B1		0	6	0	3	62	26	0	4
ENSG00000255495		18	28	4	0	41	17	46	7
ENPP7P12		0	9	0	0	1	18	2	0
FAM66A		0	0	1	0	2	0	0	1
ENSG00000255556		4	0	0	0	0	0	0	0
ENSG00000270074		0	0	0	0	0	1	0	0
FAM90A25P		0	0	0	0	0	0	2	0
ALG1L12P		0	0	0	0	0	0	0	1
FAM86B2		0	5	0	3	19	8	0	0
ENPP7P6		0	9	0	10	1	0	2	0
ENSG00000270154		7	2	0	0	0	0	0	0
RPS3AP34		0	0	0	0	6	0	1	0
ENSG00000238460		0	0	0	0	0	0	0	0
ENSG00000255122		0	10	0	0	0	0	6	0
RPS3AP35		0	0	0	0	0	0	1	0
LONRF1		152	300	76	124	437	263	314	137
DLC1		0	0	0	0	0	0	0	0
ENSG00000200630		0	0	0	0	0	0	0	0
C8orf48		0	8	0	0	0	0	0	0
SGCZ		0	0	0	0	0	0	0	0
EIF4EP5		0	0	0	0	10	0	0	0
ENSG00000206950		0	0	0	0	0	0	0	0
TUSC3		290	605	139	320	778	517	193	274
ENSG00000274069		0	0	0	0	14	23	0	0
ENSG00000248423		2	12	18	16	7	0	0	0
PPM1AP1		0	0	0	0	0	0	0	0
MSR1		19	91	38	34	109	104	91	62
CCT3P1		0	0	0	0	0	0	6	0
MRPL49P2		2	13	0	0	18	0	22	0
ENSG00000253496		0	0	0	0	0	0	0	0
FGF20		0	0	0	0	0	0	0	0
MICU3		0	0	0	0	0	0	0	0
ENSG00000244113		0	0	0	0	0	0	0	0
ZDHHC2		40	113	10	34	95	119	103	74
CNOT7		154	228	73	296	516	200	192	200
VPS37A		148	479	123	190	747	401	307	234
MTMR7		0	4	0	34	0	0	2	14
ENSG00000264599		0	0	0	0	12	0	0	8
SLC7A2		126	231	90	163	308	100	118	78
ENSG00000279932		0	0	0	8	0	30	2	0
PDGFRL		2	8	0	16	28	10	0	10
MTUS1		409	1115	341	588	2210	864	922	579
MIR548V		0	0	0	2	0	0	20	0
ENSG00000253168		0	0	0	0	10	0	19	0
RNA5SP256		4	32	0	16	0	0	12	0
MTUS1-DT		28	62	6	24	135	67	53	6
ENSG00000253671		14	21	52	9	31	29	6	42
FGL1		109	145	117	77	472	218	64	71
PCM1		430	718	162	546	968	653	463	471
ASAH1		513	1361	239	616	1827	1076	912	843
ASAH1-AS1		0	0	0	0	0	0	4	0
ABRAXAS1P2		0	0	0	0	0	12	0	0
NAT1		36	12	0	10	8	2	12	0
NAT2		0	0	0	0	0	0	0	0
PSD3		527	1157	262	722	2069	1097	904	692
ENSG00000274368		0	0	0	0	0	0	0	0
ENSG00000187229		0	87	8	26	46	44	0	4
RPL35P6		0	0	0	16	0	0	0	0
ENSG00000251963		0	0	0	0	0	0	0	9
ENSG00000278886		0	0	0	0	0	5	0	0
ENSG00000201157		0	0	0	0	8	0	0	0
ENSG00000253335		0	0	0	0	40	0	12	0
ENSG00000270255		0	8	0	12	2	8	20	4
ENSG00000253557		8	0	0	0	0	0	0	0
ENSG00000254242		0	0	0	0	0	0	0	0
SH2D4A		148	407	144	128	489	366	218	167
ENSG00000279858		0	0	0	4	0	0	0	0
CSGALNACT1		21	140	4	49	137	64	41	30
ENSG00000253270		0	0	0	0	0	0	2	0
INTS10		184	263	137	178	597	286	220	165
LPL		0	0	0	0	0	0	0	0
ATP6V1B2		193	554	96	264	760	498	344	391
LZTS1		0	0	0	0	0	0	0	0
LZTS1-AS1		0	0	0	0	0	0	0	0
ENSG00000253164		0	0	0	0	0	0	0	0
ENSG00000253300		0	1	0	0	0	0	0	0
LINC03093		0	0	0	0	0	0	0	0
GFRA2		0	0	0	0	0	0	0	0
DOK2		6	0	0	0	0	0	0	0
XPO7		236	791	147	307	1128	524	534	313
NPM2		0	0	0	0	0	0	0	0
FGF17		0	4	0	0	2	0	2	0
DMTN		476	1908	568	539	3228	1363	1077	918
FHIP2B		485	1123	238	535	1312	834	684	444
NUDT18		97	82	8	38	106	120	25	37
HR		48	648	416	231	1805	819	219	232
REEP4		235	385	125	342	701	471	317	377
LGI3		0	0	0	0	0	17	0	0
BMP1		335	1204	221	523	1808	734	664	642
ENSG00000177725		0	0	0	0	5	10	0	0
PHYHIP		61	83	43	49	295	82	78	34
MIR320A		0	10	0	0	4	0	0	0
POLR3D		170	491	92	219	722	561	472	314
PIWIL2-DT		0	22	0	4	24	7	16	0
PIWIL2		0	9	0	0	4	0	2	14
SLC39A14		518	823	202	592	1499	751	718	597
RPL21P77		12	0	0	0	0	0	0	0
PPP3CC		78	263	64	147	352	120	134	123
BTF3P3		0	22	0	0	0	0	0	0
ENSG00000251034		6	18	6	2	0	30	0	0
SORBS3		426	784	189	585	1114	680	340	601
PDLIM2		85	169	45	124	288	179	198	123
C8orf58		2	16	14	1	44	0	0	0
CCAR2		353	866	214	528	1460	755	590	456
ENSG00000253200		22	16	12	2	23	17	22	19
BIN3		90	139	70	68	211	99	152	78
EGR3		0	0	0	19	10	0	0	0
PEBP4		0	10	0	0	0	0	0	0
ENSG00000248738		0	0	0	0	0	0	0	0
ENSG00000245025		0	0	0	0	0	0	0	4
RHOBTB2		255	299	128	177	648	216	113	96
TNFRSF10B		1200	3063	676	1760	3754	2329	2036	1627
TNFRSF10B-AS1		0	0	12	0	24	5	4	18
CHILL1		12	46	0	31	67	6	4	4
TNFRSF10C		66	224	47	84	184	124	135	41
TNFRSF10D		107	281	96	157	350	135	160	146
TNFRSF10A-AS1		0	2	7	11	9	13	9	4
TNFRSF10A		145	465	142	229	677	462	313	340
RPL23AP55		4	0	0	0	0	0	2	0
TNFRSF10A-DT		39	127	8	41	92	69	27	29
CHMP7		382	662	272	317	1089	824	501	517
R3HCC1		152	239	36	274	392	265	124	125
LOXL2		494	738	212	594	834	373	607	599
LOXL2-AS1		24	86	0	14	104	68	49	26
ENTPD4		219	633	240	211	1004	513	460	329
ENTPD4-DT		0	0	0	0	0	0	0	0
ENSG00000253483		0	0	0	4	0	0	4	0
